Name,ProductGroup,SKU,May,June,July,August,september,Quantity,Price,LEAD TIME,THRESHOLD VALUE,TotalSales,2025-10,Cluster,Deadstock
FREEZE DRIED CAT GRASS CUBE SNACK,DOG / CAT - TREATS,DCT0021,0,0.0,0,0,0,0.0,109.0,7,3,238.0,0,0,1
HEALTHY CAT TREAT JAR,DOG / CAT - TREATS,DCT0022,0,0.0,0,0,0,0.0,88.0,7,3,196.0,0,0,1
HEALTHY CAT TREAT POUCH,DOG / CAT - TREATS,DCT0023,0,0.0,0,0,0,0.0,88.0,7,3,196.0,0,0,1
HEALTHY CAT TREAT POUCH SMALL,DOG / CAT - TREATS,DCT0024,0,0.0,0,0,0,0.0,44.0,7,3,108.0,0,0,1
JACKPOT CRUNCHY CAT BISCUITS- TASTY 75G,DOG / CAT - TREATS,DCT0025,6,4.0,2,2,0,9.0,95.0,5,5,256.0,0,0,1
KITCAT BREATH BITES,DOG / CAT - TREATS,DCT0027,0,0.0,0,0,0,0.0,0.0,7,3,20.0,0,0,1
KITCAT KITTY CRUNCH,DOG / CAT - TREATS,DCT0028,0,0.0,0,1,0,0.0,0.0,9,3,26.0,0,0,1
LIEBAO CAT STRIPS - TUNA / COD / CHICKEN,DOG / CAT - TREATS,DCT0029,233,366.0,571,499,437,1529.0,10.0,9,40,7388.0,0,0,1
LUSCIOUS CAT TREATS 35G,DOG / CAT - TREATS,DCT0030,0,1.0,1,0,0,-2.0,79.0,9,3,182.0,0,0,1
LUSCIOUS MEAT TOPPERS - CAT  AND DOGS,DOG / CAT - TREATS,DCT0031,15,0.0,0,0,0,0.0,156.0,9,4,368.0,0,0,1
MYCAT CREAMY TREATS 4X15G PACK,DOG / CAT - TREATS,DCT0032,2,14.0,8,12,3,11.0,88.0,9,5,304.0,0,0,1
PET BIOLINE CATNIP BISCUITS SALMON / COD FLAVOR,DOG / CAT - TREATS,DCT0033,13,0.0,5,4,9,0.0,130.0,9,5,350.0,0,0,1
POCA CAT TREATS REPACK,DOG / CAT - TREATS,DCT0034,21,0.0,0,0,0,0.0,23.0,3,5,104.0,0,0,1
SAUSAGE PACK BARE KITCHEN BRAND 5PCS,DOG / CAT - TREATS,DCT0035,0,0.0,0,0,0,0.0,21.3,18,3,84.6,0,0,1
URCHIN CAT TREATS - CHICKEN,DOG / CAT - TREATS,DCT0036,0,0.0,0,0,0,0.0,29.0,18,3,100.0,0,0,1
URCHIN CAT TREATS - SALMON,DOG / CAT - TREATS,DCT0037,0,0.0,0,0,0,0.0,29.0,18,3,100.0,0,0,1
URCHIN CAT TREATS - TUNA,DOG / CAT - TREATS,DCT0038,0,0.0,0,0,0,0.0,29.0,18,3,100.0,0,0,1
YAHO CAT COOKIES MINT / TUNA / SALMON,DOG / CAT - TREATS,DCT0039,0,0.0,0,0,0,0.0,70.0,18,3,182.0,0,0,1
YAHO CAT SNACK PACK 80G,DOG / CAT - TREATS,DCT0040,0,0.0,0,0,0,0.0,50.0,18,3,142.0,0,0,1
YAHO CAT TREATS,DOG / CAT - TREATS,DCT0041,0,0.0,0,0,1,0.0,50.0,18,3,144.0,0,0,1
AZU DENTAL BITES BONES SHAPE 165G,DOG / CAT - TREATS,DCT0042,4,7.0,3,1,0,-1.0,140.0,5,4,326.0,0,0,1
AZU DENTAL BITES MILK TWIST 165G,DOG / CAT - TREATS,DCT0043,4,3.0,3,4,1,10.0,140.0,9,4,356.0,0,0,1
AZU MEAT JERKY BEEF& LIVER/ROASTED LAMB 80G,DOG / CAT - TREATS,DCT0044,8,6.0,15,4,3,19.0,88.0,5,5,306.0,0,0,1
AZU RAWHIDE 5INCH BY PC,DOG / CAT - TREATS,DCT0046,7,6.0,6,4,3,29.0,60.0,12,5,264.0,0,0,1
BARF ORGANIC TOPPERS,DOG / CAT - TREATS,DCT0047,2,1.0,0,1,0,2.0,196.0,12,3,434.0,0,0,1
DENTAL BONE - MOLAR BEEF 20G,DOG / CAT - TREATS,DCT0048,0,0.0,0,0,0,0.0,0.0,12,3,30.0,0,0,1
DENTAL BONE - MOLAR MILK 20G,DOG / CAT - TREATS,DCT0049,0,0.0,0,0,0,0.0,0.0,13,3,32.0,0,0,1
DENTASTIX LARGE (25KG-50KG) 112G,DOG / CAT - TREATS,DCT0050,0,0.0,0,0,0,0.0,84.0,13,3,200.0,0,0,1
DENTASTIX MEDIUM (10KG-25KG) 77G,DOG / CAT - TREATS,DCT0051,0,0.0,0,0,0,0.0,69.0,13,3,170.0,0,0,1
DENTASTIX PUPPY 56G,DOG / CAT - TREATS,DCT0052,0,0.0,0,0,0,0.0,73.0,13,3,178.0,0,0,1
DENTASTIX SMALL (5KG-10KG) 45G,DOG / CAT - TREATS,DCT0053,0,0.0,0,0,0,0.0,53.0,13,3,138.0,0,0,1
DENTASTIX STICK MEDIUM 10-25KG INDIVIDUAL,DOG / CAT - TREATS,DCT0054,0,0.0,0,0,0,0.0,23.0,13,3,78.0,0,0,1
DENTASTIX STICK SMALL DOG 5-10KG INDIVIDUAL,DOG / CAT - TREATS,DCT0055,0,0.0,0,0,0,0.0,18.0,13,3,68.0,0,0,1
DENTASTIX TOY (2KG-5KG) 60G,DOG / CAT - TREATS,DCT0056,0,0.0,0,0,0,0.0,75.0,13,3,182.0,0,0,1
DOG SNACK -SMALL BONES MIX FLAVOUR,DOG / CAT - TREATS,DCT0057,0,0.0,0,0,0,0.0,40.0,13,3,112.0,0,0,1
DOGGIE BISCUITS 80G TRAVEL PACK,DOG / CAT - TREATS,DCT0058,1,3.0,4,7,4,16.0,96.0,13,5,298.0,0,0,1
DOGGYMAN POCKE 4-IN-1,DOG / CAT - TREATS,DCT0059,0,0.0,0,0,0,0.0,0.0,13,3,32.0,0,0,1
DOGGYMAN SPINACH REPACK,DOG / CAT - TREATS,DCT0060,0,0.0,0,0,0,0.0,0.0,13,3,32.0,0,0,1
ENTREE 4PCS STICKS,DOG / CAT - TREATS,DCT0061,3,0.0,0,1,0,2.0,25.0,13,3,94.0,0,0,1
ENTREE GOURMET DOG TREATS 70G,DOG / CAT - TREATS,DCT0062,6,16.0,19,19,20,1.0,88.0,13,9,382.0,0,0,1
PET PLUS MILKY BISCUITS 70G,DOG / CAT - TREATS,DCT0063,1,0.0,0,0,0,-1.0,89.0,13,3,210.0,0,0,1
PET PLUS MUNCH AND TREATS- SOFT JERKY BEEF/MILK/LIVER 65G,DOG / CAT - TREATS,DCT0064,0,0.0,0,0,0,0.0,56.0,13,3,144.0,0,0,1
PET SAUSAGE 5PCS PACK -SMALL,DOG / CAT - TREATS,DCT0065,0,2.0,3,0,1,-2.0,50.0,13,3,140.0,0,0,1
YAHO CLEAN TEETH STICK CHICKEN/BEEF 3G,DOG / CAT - TREATS,DCT0066,91,34.0,10,7,0,8.0,18.0,13,12,386.0,0,0,1
SLEEKY CHEWY TREATS  175G,DOG / CAT - TREATS,DCT0067,3,2.0,2,0,1,13.0,170.0,13,3,414.0,0,0,1
SLEEKY CHEWY TREATS STICKS/STRAP 50G,DOG / CAT - TREATS,DCT0068,3,2.0,1,6,6,-19.0,88.0,13,4,208.0,0,0,1
SNIFF SNACK JAR BEEF CUBES 200G,DOG / CAT - TREATS,DCT0069,0,0.0,0,0,0,0.0,88.0,13,3,208.0,0,0,1
SNIFF SNACK JAR CAT SEAFOOD SNACK 200G,DOG / CAT - TREATS,DCT0070,0,0.0,0,0,0,0.0,88.0,13,3,208.0,0,0,1
SNIFF SNACK JAR SLANT BEEF 200G,DOG / CAT - TREATS,DCT0071,0,0.0,0,0,0,0.0,88.0,13,3,208.0,0,0,1
SNIFF SNACK JAR SLANT MILK 200G,DOG / CAT - TREATS,DCT0072,0,0.0,0,0,0,0.0,88.0,13,3,208.0,0,0,1
SNIFF SNACK JAR TRAINING BEEF 200G,DOG / CAT - TREATS,DCT0073,0,0.0,0,0,0,0.0,88.0,13,3,208.0,0,0,1
SNIFF SNACK JAR TRAINING MILK 200G,DOG / CAT - TREATS,DCT0074,0,0.0,0,0,0,0.0,88.0,13,3,208.0,0,0,1
SPIRIT DENTAL BONE BEEF 20G,DOG / CAT - TREATS,DCT0075,0,0.0,0,0,0,0.0,25.0,13,3,82.0,0,0,1
SPIRIT DENTAL BONE CHICKEN 15G,DOG / CAT - TREATS,DCT0076,0,0.0,0,0,0,0.0,20.0,13,3,72.0,0,0,1
SPIRIT DENTAL BONE MILK 20G,DOG / CAT - TREATS,DCT0077,0,0.0,0,0,0,0.0,25.0,13,3,82.0,0,0,1
YAHO DENTAL TWIST BONE 165G JAR,DOG / CAT - TREATS,DCT0078,0,3.0,0,0,2,-3.0,170.0,13,3,376.0,0,0,1
YAHO DOG SNACK PACK BUNS,DOG / CAT - TREATS,DCT0079,0,0.0,0,0,0,0.0,69.0,13,3,170.0,0,0,1
YAHO DOG SNACK PACK GRAINS,DOG / CAT - TREATS,DCT0080,0,0.0,0,0,0,0.0,69.0,13,3,170.0,0,0,1
YAHO MOLAR CHEWBONE - BEEF 15G,DOG / CAT - TREATS,DCT0081,0,0.0,0,0,0,0.0,0.0,13,3,32.0,0,0,1
YAHO MOLAR CHEWBONE - CHICKEN 15G,DOG / CAT - TREATS,DCT0082,0,0.0,0,0,0,0.0,0.0,13,3,32.0,0,0,1
YAHO MOLAR CHEWBONE - MILK 15G,DOG / CAT - TREATS,DCT0083,0,0.0,0,0,0,0.0,0.0,13,3,32.0,0,0,1
YAHO NATURAL DOG CHEW REPACK 5PCS,DOG / CAT - TREATS,DCT0084,0,0.0,0,0,0,2.0,40.0,13,3,116.0,0,0,1
YAHO NATURAL DOG CHEW TREAT 100G,DOG / CAT - TREATS,DCT0085,1,0.0,0,3,0,3.0,80.0,6,3,192.0,0,0,1
YAHO PET SNACK TRAINING CUBES - BEEF/CHICKEN GRAINS JAR 275G,DOG / CAT - TREATS,DCT0086,0,0.0,0,0,0,0.0,70.0,3,3,152.0,0,0,1
YAHO TRAINING REWARD SNACK,DOG / CAT - TREATS,DCT0087,0,0.0,0,0,0,0.0,49.0,10,3,124.0,0,0,1
ZERT DOG DENTACARE  55G,DOG / CAT - TREATS,DCT0088,1,9.0,2,9,4,25.0,88.0,5,5,296.0,0,0,1
ZERT DOG DENTACARE 148G,DOG / CAT - TREATS,DCT0089,0,0.0,0,0,0,0.0,100.0,10,3,226.0,0,0,1
ZERT STICKS 2PCS REPACK,DOG / CAT - TREATS,DCT0090,0,0.0,1,1,1,15.0,50.0,10,3,162.0,0,0,1
YAHO CAT MINT IN JAR 20G,DOG / CAT - TREATS,DCT0091,0,0.0,0,0,0,1.0,150.0,10,3,328.0,0,0,1
ZOOMIES MILKY TREATS REPACK,DOG / CAT - TREATS,DCT0092,0,0.0,1,2,1,15.0,58.0,10,3,180.0,0,0,1
ZOOMIES MILKY TREATS 100G,DOG / CAT - TREATS,DCT0093,1,0.0,1,0,1,7.0,80.0,10,3,206.0,0,0,1
DOGGIE BISCUITS 200G,DOG / CAT - TREATS,DCT0094,2,1.0,4,6,1,7.0,180.0,10,4,430.0,0,0,1
MILKY BISCUITS 200G,DOG / CAT - TREATS,DCT0095,3,1.0,5,2,0,3.0,178.0,10,4,412.0,0,0,1
MILKY BISCUITS 70G,DOG / CAT - TREATS,DCT0096,10,6.0,1,0,0,-4.0,89.0,10,4,232.0,0,0,1
YAHO DOG CHEW REPACK-5PCS,DOG / CAT - TREATS,DCT0097,2,0.0,0,1,0,0.0,40.0,10,3,112.0,0,0,1
PET SAUSAGE BY PC -BIG,DOG / CAT - TREATS,DCT0098,0,1.0,2,1,0,5.0,68.0,10,3,180.0,0,0,1
CHAQI CAT GRASS IN CAN,DOG / CAT - TREATS,DCT0099,1,4.0,4,0,2,6.0,140.0,10,4,342.0,0,0,1
CHARCOAL BISQUITS 200G,DOG / CAT - TREATS,DCT0100,1,0.0,1,0,1,9.0,195.0,10,3,440.0,0,0,1
MY DOG NUTRITIONAL DENTAL STICKS IN JAR 210G,DOG / CAT - TREATS,DCT0101,0,4.0,3,7,1,23.0,170.0,10,4,444.0,0,0,1
CATNIP IN TUBE,DOG / CAT - TREATS,DCT0102,1,5.0,6,6,0,10.0,85.0,10,4,254.0,0,0,1
PETMARRA DOG CHEWS 100VITAMINS 250G JAR,DOG / CAT - TREATS,DCT0103,0,2.0,0,1,1,2.0,420.0,10,3,878.0,0,0,1
GIGWI WOODEN ANTLER DOG CHEW M/L,DOG / CAT - TREATS,DCT0104,1,2.0,0,0,0,2.0,296.0,10,3,628.0,0,0,1
GIGWI WOODEN ANTLER DOG CHEW S/M,DOG / CAT - TREATS,DCT0105,0,3.0,0,0,0,2.0,230.0,10,3,496.0,0,0,1
AICHONGRENJIA WET FOOD PET TREATS 80G+5G,DOG / CAT - TREATS,DCT0106,0,0.0,0,0,0,20.0,58.0,10,3,182.0,0,0,1
BEEF BITES FURRPALS BRAND 500G,DOG / CAT - TREATS,DCT0107,1,10.0,4,5,1,12.0,189.0,10,5,474.0,0,0,1
PEDIGREE DENTASTIX 4-12MONTHS 7STICKS 56G,DOG / CAT - TREATS,DCT0108,0,5.0,6,1,0,3.0,96.0,14,4,258.0,0,0,1
FUNNY U GOAT MILK TABLETS - ASSORTED TREATS  100G,DOG / CAT - TREATS,DCT0109,2,7.0,4,3,0,28.0,48.0,14,4,220.0,0,0,1
LUNA AND LUFFY PET PROBIOTICS/MULTIVITAMINS 36CHEWS - 90G,DOG / CAT - TREATS,DCT0110,0,3.0,1,2,3,6.0,248.0,14,4,562.0,0,0,1
LUNA AND LUFFY PET PROBIOTICS/MULTIVITAMINS 100CHEWS - 250G,DOG / CAT - TREATS,DCT0111,0,0.0,0,0,0,2.0,470.0,14,3,978.0,0,0,1
CATNIP 20G POUCH,DOG / CAT - TREATS,DCT0112,0,6.0,4,0,0,2.0,68.0,14,4,196.0,0,0,1
MORINGGA POWDER 30G POUCH,DOG / CAT - TREATS,DCT0113,0,0.0,1,0,2,7.0,70.0,14,3,194.0,0,0,1
FUNNY U PET FOOD DUCK BREAST 100G,DOG / CAT - TREATS,DCT0114,0,1.0,1,3,0,8.0,60.0,14,3,180.0,0,0,1
FUNNY U PET FOOD - CHICKEN SAUSAGE TREATS 100G,DOG / CAT - TREATS,DCT0115,0,3.0,4,2,1,3.0,60.0,14,4,182.0,0,0,1
PET MART MIXED VEGETABLES 100G TREATS,DOG / CAT - TREATS,DCT0116,1,3.0,1,0,1,5.0,68.0,14,3,192.0,0,0,1
BETHEL PET FOOD - MEAT AND EGG YOLK,DOG / CAT - TREATS,DCT0117,0,1.0,1,0,0,8.0,68.0,14,3,190.0,0,0,1
FUNNY U CAT TREATS ASSORTED PACK,DOG / CAT - TREATS,DCT0118,5,14.0,5,5,4,16.0,48.0,14,5,232.0,0,0,1
OLIVET PET - WET FOOD 100G,DOG / CAT - TREATS,DCT0119,1,5.0,0,2,2,4.0,90.0,14,4,244.0,0,0,1
WU DI XIAO PET STICKS - BEEF,DOG / CAT - TREATS,DCT0120,0,3.0,0,2,1,7.0,80.0,14,3,220.0,0,0,1
"AZU RAWHIDE BITE MILK FLAVOR 7""",DOG / CAT - TREATS,DCT0121,0,0.0,0,1,1,10.0,130.0,14,3,318.0,0,0,1
PETSUP FREEZE DRIED CAT DENTAL STICK 30G,DOG / CAT - TREATS,DCT0122,0,0.0,4,2,5,17.0,140.0,14,4,372.0,0,0,1
REPACK CAT GRASS STICKS 5PCS,DOG / CAT - TREATS,DCT0123,0,0.0,8,2,4,10.0,60.0,14,4,204.0,0,0,1
DOG CHEW BONE - BIG,DOG / CAT - TREATS,DCT0124,0,0.0,1,0,1,19.0,140.0,14,3,356.0,0,0,1
DOG CHEW BONE - SMALL,DOG / CAT - TREATS,DCT0125,0,0.0,4,4,0,16.0,120.0,14,3,322.0,0,0,1
FOLOPETS CHICKEN MEAT APPETITE BOOSTER 80G,DOG / CAT - TREATS,DCT0126,0,0.0,1,3,1,4.0,170.0,14,3,392.0,0,0,1
FOLOPETS BEEF MEAT APPETITE BOOSTER 80G,DOG / CAT - TREATS,DCT0127,0,0.0,1,0,2,4.0,190.0,14,3,428.0,0,0,1
FOLOPETS CAT GRASS APPETITE BOOSTER 80G,DOG / CAT - TREATS,DCT0128,0,0.0,1,0,1,4.0,180.0,14,3,406.0,0,0,1
PETMARRA EPRINKLES 120ML,DOG / CAT - TREATS,DCT0129,0,0.0,3,3,10,17.0,195.0,14,4,492.0,0,0,1
PETPLAN 500G PACK CHOPPED/STICKS,DOG / CAT - TREATS,DCT0130,0,0.0,0,0,0,8.0,140.0,14,3,330.0,0,0,1
CALCIUM VIT D TABLETS QW220,DOG / CAT - TREATS,DCT0131,0,0.0,0,0,0,200.0,2.0,14,3,438.0,0,0,1
TEMPTATIONS CAT TREATS 75G,DOG / CAT - TREATS,DCT0132,0,0.0,3,0,0,1.0,115.0,14,3,272.0,0,0,1
PEDIGREE DENTASTIX,DOG / CAT - TREATS,DCT0133,0,0.0,0,3,0,0.0,170.0,14,3,380.0,0,0,1
MOOCHIE CAT/DOG TREATS 70G POUCH,DOG / CAT - TREATS,DCT0134,0,0.0,10,0,8,84.0,48.0,13,5,336.0,0,0,1
FOLOPETS HOTDOG BY PC,DOG / CAT - TREATS,DCT0135,0,0.0,58,148,108,-13.0,10.0,13,25,698.0,0,0,1
MAX PET SNACK CAT STRIP BY PC,DOG / CAT - TREATS,DCT0136,0,0.0,3,40,38,0.0,12.0,13,8,228.0,0,0,1
AOZI DOG FOOD ADULT -LAMB APPLE (GREEN) 10KG,DOG FOOD - DRY,DGD0001,0,0.0,0,0,0,0.0,1800.0,5,3,3616.0,0,1,0
AOZI DOG FOOD ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0002,8,2.0,9,8,15,46.0,185.0,7,7,574.0,0,0,1
AOZI DOG FOOD ADULT 20KG,DOG FOOD - DRY,DGD0003,0,0.0,0,0,0,0.0,3170.0,7,3,6360.0,0,1,0
AZU DOG FOOD 20KG,DOG FOOD - DRY,DGD0004,0,0.0,0,0,0,0.0,2480.0,5,3,4976.0,0,1,0
WHOOPPY ADULT 5KG,DOG FOOD - DRY,DGD0005,0,0.0,0,0,0,0.0,355.0,7,3,730.0,0,0,1
WHOOPPY PUPPY 5KG,DOG FOOD - DRY,DGD0006,0,0.0,0,0,0,0.0,425.0,7,3,870.0,0,0,1
AOZI ADULT (GOLD) 20KG,DOG FOOD - DRY,DGD0007,0,0.0,1,0,0,-1.0,3180.0,7,3,6380.0,0,1,0
AOZI ADULT (GOLD) 1-KILO PACK,DOG FOOD - DRY,DGD0008,33,33.0,15,24,20,14.0,185.0,7,11,684.0,0,0,1
AOZI DOG LAMB APPLE ADULT - GREEN 1-KILO PACK,DOG FOOD - DRY,DGD0009,0,0.0,0,0,1,-1.0,210.0,7,3,440.0,0,0,1
AOZI DOG LAMB APPLE ADULT 10KG,DOG FOOD - DRY,DGD0010,0,0.0,0,0,0,0.0,1820.0,5,3,3656.0,0,1,0
AOZI LAMB ORGANIC APPLE 10KG,DOG FOOD - DRY,DGD0011,0,0.0,0,0,0,1.0,1760.0,7,3,3542.0,0,1,0
AOZI PUPPY (SILVER) 20KG,DOG FOOD - DRY,DGD0012,0,0.0,0,0,0,2.0,3270.0,5,3,6560.0,0,1,0
AOZI PUPPY (SILVER) 1-KILO PACK,DOG FOOD - DRY,DGD0013,18,22.0,29,29,28,50.0,185.0,17,11,778.0,0,0,1
AZU DOG FOOD -ALL STAGES 1-KILO REPACK,DOG FOOD - DRY,DGD0014,0,1.0,0,0,4,29.0,150.0,17,3,408.0,0,0,1
AZU DOG FOOD 5KG,DOG FOOD - DRY,DGD0015,0,3.0,0,0,0,0.0,690.0,17,3,1426.0,0,0,1
AZU DOG FOOD 1-KILO PACK,DOG FOOD - DRY,DGD0016,0,8.0,9,2,1,-9.0,160.0,17,4,384.0,0,0,1
BEEFPRO ADULT 22.7KG,DOG FOOD - DRY,DGD0019,0,1.0,0,0,0,1.0,2750.0,17,3,5544.0,0,1,0
BEEFPRO ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0020,29,31.0,28,12,5,-6.0,145.0,17,10,542.0,0,0,1
BEEFPRO PUPPY 22.7KG,DOG FOOD - DRY,DGD0021,0,0.0,0,0,0,1.0,3280.0,17,3,6602.0,0,1,0
BEEFPRO PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0022,9,19.0,17,18,4,9.0,175.0,17,8,552.0,0,0,1
BOW WOW ADULT 20KG,DOG FOOD - DRY,DGD0029,0,0.0,0,0,0,0.0,1415.0,17,3,2870.0,0,1,0
BOW WOW ADULT HALF 1/2-KILO PACK,DOG FOOD - DRY,DGD0030,0,0.0,0,0,0,0.0,34.0,17,3,108.0,0,0,1
BOW WOW ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0031,0,0.0,0,0,0,0.0,68.0,17,3,176.0,0,0,1
BOW WOW PUPPY 15KG,DOG FOOD - DRY,DGD0032,0,0.0,0,0,0,0.0,0.0,17,3,40.0,0,0,1
BOW WOW PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0033,0,0.0,0,0,0,0.0,0.0,17,3,40.0,0,0,1
CHEF'S SPECIAL ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0034,21,5.0,1,17,9,18.0,170.0,19,7,534.0,0,0,1
CHEF'S SPECIAL PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0035,4,15.0,11,8,7,17.0,180.0,19,7,536.0,0,0,1
CHEF'S SPECIAL SENIOR 1-KILO PACK,DOG FOOD - DRY,DGD0036,0,0.0,0,0,0,0.0,140.0,5,3,296.0,0,0,1
CHEF'S SPECIAL PUPPY SALE PACK,DOG FOOD - DRY,DGD0037,0,3.0,4,0,0,3.0,60.0,9,3,164.0,0,0,1
CHEFS SPECIAL ADULT 10KG,DOG FOOD - DRY,DGD0038,0,0.0,0,0,0,0.0,1215.0,19,3,2474.0,0,0,1
CHEFS SPECIAL PUPPY 10KG,DOG FOOD - DRY,DGD0039,2,2.0,0,0,0,-4.0,1300.0,19,3,2644.0,0,1,0
DERBY ADULT 20KG,DOG FOOD - DRY,DGD0040,0,0.0,0,0,0,0.0,1910.0,5,3,3836.0,0,1,0
DERBY ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0041,0,0.0,0,0,0,0.0,85.5,10,3,197.0,0,0,1
DERBY PUPPY 20KG,DOG FOOD - DRY,DGD0042,0,0.0,0,0,0,0.0,1970.0,10,3,3966.0,0,1,0
DERBY PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0043,0,0.0,0,0,0,0.0,98.5,10,3,223.0,0,0,1
DIXIE CAT ADULT 7KG,DOG FOOD - DRY,DGD0044,1,1.0,0,0,1,1.0,920.0,10,3,1874.0,0,0,1
DOGI BEEF 5KG,DOG FOOD - DRY,DGD0045,82,91.0,58,60,50,14.0,375.0,10,25,1530.0,0,0,1
DOGI BEEF ADULT 20KG,DOG FOOD - DRY,DGD0046,0,0.0,0,0,0,2.0,1640.0,10,3,3310.0,0,1,0
DOGI BEEF ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0047,0,0.0,0,0,0,0.0,67.0,10,3,160.0,0,0,1
HOLISTIC ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0048,0,0.0,0,0,0,0.0,180.0,10,3,386.0,0,0,1
HOLISTIC PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0049,0,0.0,0,0,0,0.0,184.0,10,3,394.0,0,0,1
INFINITY MAINTENANCE 1-KILO PACK,DOG FOOD - DRY,DGD0051,0,0.0,0,0,0,0.0,0.0,10,3,26.0,0,0,1
JUNGLE LAMB ADULT 15KG,DOG FOOD - DRY,DGD0054,0,0.0,0,0,0,0.0,0.0,10,3,26.0,0,0,1
JUNGLE LAMB ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0055,0,0.0,0,0,0,0.0,0.0,10,3,26.0,0,0,1
MAXIM ADULT HALF 1/2-KILO PACK,DOG FOOD - DRY,DGD0056,0,0.0,0,0,0,0.0,57.0,10,3,140.0,0,0,1
MAXIME ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0057,0,0.0,1,0,0,13.0,113.3,10,3,280.6,0,0,1
MAXIME PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0058,0,0.0,0,0,0,0.0,205.0,10,3,436.0,0,0,1
NOVOPET ADULT DOG FOOD 1-KILO PACK,DOG FOOD - DRY,DGD0059,2,1.0,3,5,0,6.0,130.0,10,4,322.0,0,0,1
NOVOPET ADULT DOG FOOD 20KG,DOG FOOD - DRY,DGD0060,0,0.0,0,0,0,0.0,2000.0,10,3,4026.0,0,1,0
NUTRICARE ADULT POWERED BY AOZI 20KG,DOG FOOD - DRY,DGD0061,0,0.0,0,0,0,0.0,0.0,10,3,26.0,0,0,1
NUTRICARE ADULT POWERED BY AOZI 1-KILO PACK,DOG FOOD - DRY,DGD0062,0,0.0,0,0,0,0.0,0.0,10,3,26.0,0,0,1
NUTRICARE PUPPY POWERED BY AOZI 20KG,DOG FOOD - DRY,DGD0063,0,1.0,0,0,0,-1.0,0.0,10,3,26.0,0,0,1
NUTRICARE PUPPY POWERED BY AOZI 1-KILO PACK,DOG FOOD - DRY,DGD0064,0,0.0,0,0,0,0.0,0.0,10,3,26.0,0,0,1
NUTRICHUNKS ADULT 10KG,DOG FOOD - DRY,DGD0065,0,0.0,0,0,0,0.0,1095.0,10,3,2216.0,0,0,1
NUTRICHUNKS ADULT 20KG,DOG FOOD - DRY,DGD0066,1,1.0,1,0,0,1.0,2220.0,10,3,4474.0,0,1,0
NUTRICHUNKS ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0067,6,9.0,12,8,7,14.0,130.0,10,6,404.0,0,0,1
NUTRICHUNKS PUPPY 10KG,DOG FOOD - DRY,DGD0068,0,0.0,0,0,0,0.0,1460.0,10,3,2946.0,0,1,0
NUTRICHUNKS PUPPY 20KG,DOG FOOD - DRY,DGD0069,0,0.0,0,0,0,2.0,2570.0,10,3,5170.0,0,1,0
NUTRICHUNKS PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0070,6,12.0,14,15,10,-11.0,160.0,10,3,438.0,0,0,1
OLE KAT ADULT CAT FOOD 1-KILO PACK,DOG FOOD - DRY,DGD0071,0,0.0,0,0,0,0.0,105.0,10,3,236.0,0,0,1
OPTIMA BEEF MEAL GREEN 22.7KG,DOG FOOD - DRY,DGD0072,0,0.0,0,0,0,0.0,0.0,10,3,26.0,0,0,1
OPTIMA BEEF MEAL GREEN 1-KILO PACK,DOG FOOD - DRY,DGD0073,0,0.0,0,0,0,0.0,0.0,10,3,26.0,0,0,1
OPTIMA HIGH PROTEIN BLUE 22.7KG,DOG FOOD - DRY,DGD0074,0,0.0,0,0,0,0.0,2560.0,5,3,5136.0,0,1,0
OPTIMA HIGH PROTEIN 1-KILO PACK,DOG FOOD - DRY,DGD0075,0,2.0,2,0,0,16.0,140.0,9,3,344.0,0,0,1
OPTIMA LAMB AND RICE 22.7KG,DOG FOOD - DRY,DGD0076,0,0.0,0,0,0,1.0,2830.0,9,3,5686.0,0,1,0
OPTIMA LAMB AND RICE 1-KILO PACK,DOG FOOD - DRY,DGD0077,6,0.0,0,1,0,41.0,160.0,9,3,440.0,0,0,1
PEDIGREE ADULT 20KG,DOG FOOD - DRY,DGD0078,0,0.0,0,0,0,0.0,2600.0,9,3,5224.0,0,1,0
PEDIGREE ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0079,20,11.0,17,16,11,-25.0,160.0,9,8,454.0,0,0,1
PEDIGREE PUPPY 15KG,DOG FOOD - DRY,DGD0080,0,0.0,0,0,0,0.0,2430.0,5,3,4876.0,0,1,0
