Name,ProductGroup,SKU,May,June,July,August,september,Quantity,Price,LEAD TIME,THRESHOLD VALUE,TotalSales,2025-10,Cluster,Deadstock
PEDIGREE PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0081,31,17.0,24,32,20,-21.0,190.0,18,11,644.0,0,0,1
PET ONE PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0082,0,0.0,0,0,0,0.0,103.3,18,3,248.6,0,0,1
POWERDOG ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0083,0,0.0,0,0,0,0.0,155.0,18,3,352.0,0,0,1
POWERDOG ADULT SMALL BREED (LAMB AND VEG) 3KG,DOG FOOD - DRY,DGD0084,0,0.0,0,0,0,0.0,460.0,18,3,962.0,0,0,1
POWERDOG PUPPY (BEEF MEAL) 3KG,DOG FOOD - DRY,DGD0085,0,0.0,0,0,0,0.0,488.0,18,3,1018.0,0,0,1
SELECTA ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0086,0,0.0,0,0,0,0.0,74.0,18,3,190.0,0,0,1
SELECTA FEEDS LITE ADULT 10KG,DOG FOOD - DRY,DGD0087,0,0.0,0,0,0,0.0,730.0,5,3,1476.0,0,0,1
SMARTHEART ADULT 20KG,DOG FOOD - DRY,DGD0088,0,0.0,0,0,0,0.0,0.0,16,3,38.0,0,0,1
SMARTHEART ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0089,0,0.0,0,0,0,0.0,0.0,16,3,38.0,0,0,1
SMARTHEART PUPPY 15KG,DOG FOOD - DRY,DGD0090,0,0.0,0,0,0,0.0,0.0,16,3,38.0,0,0,1
SMARTHEART PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0091,0,0.0,0,0,0,0.0,0.0,16,3,38.0,0,0,1
SPECIAL DOG ADULT 9KG,DOG FOOD - DRY,DGD0092,0,0.0,0,0,0,0.0,1150.0,5,3,2316.0,0,0,1
SPECIAL DOG ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0093,0,0.0,0,0,0,0.0,128.0,5,3,272.0,0,0,1
SPECIAL DOG PUPPY 9KG,DOG FOOD - DRY,DGD0094,0,0.0,0,0,0,0.0,1180.0,5,3,2376.0,0,0,1
SPECIAL DOG PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0095,0,0.0,0,0,0,0.0,131.0,5,3,278.0,0,0,1
STRIKE ADULT DOG FOOD - 1 KILO PACK,DOG FOOD - DRY,DGD0096,0,0.0,0,0,0,0.0,83.0,5,3,182.0,0,0,1
STRIKE ADULT DOGFOOD HALF 1/2-KILO PACK,DOG FOOD - DRY,DGD0097,0,0.0,0,0,0,0.0,41.5,5,3,99.0,0,0,1
SUPER A ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0098,0,0.0,0,0,0,0.0,99.0,5,3,214.0,0,0,1
SUPER A DOGFOOD ADULT - SACK,DOG FOOD - DRY,DGD0099,0,0.0,0,0,0,0.0,1944.0,5,3,3904.0,0,1,0
TOPBREED ADULT 20KG,DOG FOOD - DRY,DGD0100,4,2.0,5,1,3,3.0,1620.0,5,4,3294.0,0,1,0
TOPBREED ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0101,17,18.0,29,23,22,76.0,98.0,8,10,602.0,0,0,1
TOPBREED PUPPY 20KG,DOG FOOD - DRY,DGD0102,1,0.0,0,0,0,1.0,1930.0,5,3,3880.0,0,1,0
TOPBREED PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0103,7,7.0,11,9,5,58.0,130.0,8,5,480.0,0,0,1
VALUEMEAL ADULT 20KG,DOG FOOD - DRY,DGD0104,1,0.0,2,3,2,1.0,2740.0,5,3,5514.0,0,1,0
VALUEMEAL ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0105,31,22.0,25,28,24,-19.0,180.0,5,11,614.0,0,0,1
VALUEMEAL PUPPY 20KG,DOG FOOD - DRY,DGD0106,0,0.0,0,0,0,1.0,2920.0,5,3,5858.0,0,1,0
VALUEMEAL PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0107,0,9.0,6,13,2,27.0,190.0,8,5,520.0,0,0,1
VITALITY CLASSIC ADULT 15KG,DOG FOOD - DRY,DGD0108,0,0.0,0,0,0,1.0,2640.0,5,3,5298.0,0,1,0
VITALITY CLASSIC ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0109,8,11.0,23,11,6,29.0,200.0,6,6,600.0,0,0,1
VITALITY HIGH ENERGY PUPPY 15KG,DOG FOOD - DRY,DGD0110,0,0.0,0,0,0,0.0,2820.0,5,3,5656.0,0,1,0
VITALITY HIGH ENERGY PUPPY LARGE BITES 1-KILO PACK,DOG FOOD - DRY,DGD0111,1,2.0,1,2,5,-4.0,190.0,6,4,414.0,0,0,1
VITALITY HIGH ENERGY PUPPY SMALL BITES 1-KILO PACK,DOG FOOD - DRY,DGD0112,1,0.0,3,9,22,-2.0,190.0,6,5,468.0,0,0,1
WHOOPPY ADULT 1 KILO-PACK,DOG FOOD - DRY,DGD0113,2,22.0,24,10,15,-33.0,90.0,6,7,286.0,0,0,1
WHOOPPY ADULT 20KG,DOG FOOD - DRY,DGD0114,3,1.0,0,0,16,20.0,1650.0,6,5,3402.0,0,1,0
WHOOPPY PUPPY 20KG,DOG FOOD - DRY,DGD0115,0,0.0,0,0,0,6.0,1900.0,6,3,3830.0,0,1,0
WHOOPPY PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0116,7,10.0,14,13,0,-18.0,100.0,6,5,274.0,0,0,1
RC MINI PUPPY JUNIOR 2KG,DOG FOOD - DRY,DGD0117,0,0.0,0,0,0,0.0,980.0,5,3,1976.0,0,0,1
RC MINI PUPPY JUNIOUR 1-KILO PACK,DOG FOOD - DRY,DGD0118,0,0.0,0,0,0,0.0,490.0,8,3,1002.0,0,0,1
AOZI PUPPY LAMB ORGANIC APPLE 1KILO REPACK,DOG FOOD - DRY,DGD0119,1,9.0,7,4,0,23.0,220.0,8,4,552.0,0,0,1
DOGI BEEF PUPPY 1 KILO REPACK,DOG FOOD - DRY,DGD0120,9,12.0,7,7,11,16.0,100.0,8,5,350.0,0,0,1
AOZI LAMB ORGANIC APPLE ADULT 1KILO PACK,DOG FOOD - DRY,DGD0122,6,4.0,10,10,9,28.0,190.0,8,5,540.0,0,0,1
PETMARRA PUPPY 1KG,DOG FOOD - DRY,DGD0123,1,0.0,1,0,1,0.0,230.0,8,3,488.0,0,0,1
PETMARRA ADULT 1KG,DOG FOOD - DRY,DGD0124,1,0.0,0,0,6,1.0,220.0,8,3,478.0,0,0,1
CHEF'S SPECIAL ADULT SALE PACK,DOG FOOD - DRY,DGD0125,7,4.0,21,0,10,-19.0,60.0,8,5,192.0,0,0,1
CHEF'S SPECIAL ADULT 5KLS PACK,DOG FOOD - DRY,DGD0126,0,0.0,0,0,0,4.0,300.0,8,3,630.0,0,0,1
CHEF'S SPECIAL PUPPY 5KLS PACK,DOG FOOD - DRY,DGD0127,0,0.0,0,0,0,4.0,300.0,8,3,630.0,0,0,1
WILLOW DOG ADULT - 1KILO REPACK,DOG FOOD - DRY,DGD0128,1,1.0,2,1,6,16.0,170.0,16,4,434.0,0,0,1
WILLOW DOG PUPPY - 1KILO REPACK,DOG FOOD - DRY,DGD0129,0,6.0,1,2,6,13.0,180.0,16,4,456.0,0,0,1
AOZI LAMB ORGANIC APPLE PUPPY 10KLS SACK,DOG FOOD - DRY,DGD0130,0,0.0,0,0,0,0.0,1920.0,9,3,3864.0,0,1,0
PEDIGREE PUPPY 8KLS SACK,DOG FOOD - DRY,DGD0131,0,0.0,0,0,0,3.0,1460.0,9,3,2950.0,0,1,0
PEDIGREE ADULT CHICKEN 1KG REPACK,DOG FOOD - DRY,DGD0132,0,0.0,2,0,0,44.0,150.0,9,3,416.0,0,0,1
PEDIGREE ADULT CHICKEN 22KLS,DOG FOOD - DRY,DGD0133,0,0.0,0,0,0,0.0,2780.0,9,3,5584.0,0,1,0
NOVOPET ADULT DOGFOOD HALF KILO SALE,DOG FOOD - DRY,DGD0134,0,0.0,0,6,7,0.0,60.0,9,4,172.0,0,0,1
PEDIGREE BEEF ADULT POUCH 80G,DOG FOOD - WET,DGW0001,0,0.0,0,0,0,2.0,30.0,9,3,88.0,0,0,1
PEDIGREE PUPPY POUCH 80G,DOG FOOD - WET,DGW0002,0,3.0,0,0,0,-3.0,30.0,16,3,98.0,0,0,1
AOZI DOG BEEF AND LIVER CAN 430G,DOG FOOD - WET,DGW0003,14,20.0,10,18,1,9.0,90.0,11,6,358.0,0,0,1
AOZI DOG BEEF CAN 430G,DOG FOOD - WET,DGW0005,5,9.0,23,27,14,38.0,90.0,11,7,448.0,0,0,1
AOZI DOG WET POUCH 100G ASSORTED,DOG FOOD - WET,DGW0006,17,10.0,23,12,16,48.0,50.0,11,7,388.0,0,0,1
AOZI DOG CHICKEN AND LIVER POUCH 100G,DOG FOOD - WET,DGW0007,0,0.0,0,0,0,0.0,36.0,11,3,100.0,0,0,1
AOZI DOG CHICKEN CAN 430G,DOG FOOD - WET,DGW0008,0,0.0,0,0,6,0.0,90.0,11,3,220.0,0,0,1
AOZI DOG LAMB AND LIVER CAN 430G,DOG FOOD - WET,DGW0009,0,0.0,0,4,17,0.0,81.0,11,4,234.0,0,0,1
AOZI DOG LAMB CAN 430G,DOG FOOD - WET,DGW0010,5,20.0,24,26,6,32.0,90.0,11,7,442.0,0,0,1
AOZI DOG LIVER CAN 430G,DOG FOOD - WET,DGW0012,7,5.0,7,0,0,11.0,90.0,11,4,270.0,0,0,1
AOZI DOG SALMON AND LIVER CAN 430G,DOG FOOD - WET,DGW0014,0,0.0,0,0,0,0.0,81.0,11,3,190.0,0,0,1
AOZI DOG SALMON AND LIVER POUCH 100G,DOG FOOD - WET,DGW0015,0,0.0,0,0,0,0.0,36.0,11,3,100.0,0,0,1
AOZI DOG SALMON CAN 430G,DOG FOOD - WET,DGW0016,0,0.0,0,0,1,0.0,65.0,11,3,160.0,0,0,1
AZU DOG WET FOOD CAN 375G,DOG FOOD - WET,DGW0017,1,5.0,5,5,1,24.0,80.0,11,4,272.0,0,0,1
AZU DOG WET FOOD ALL STAGES POUCH 80G,DOG FOOD - WET,DGW0018,2,3.0,1,0,3,16.0,40.0,11,4,160.0,0,0,1
BIOLINE DOG WET FOOD CAN 375G,DOG FOOD - WET,DGW0020,3,0.0,0,1,0,18.0,95.0,11,3,262.0,0,0,1
CESAR DOG WET POUCH 70G,DOG FOOD - WET,DGW0021,0,0.0,0,0,0,0.0,32.0,14,3,98.0,0,0,1
CROWNE DOG BEEF CAN,DOG FOOD - WET,DGW0022,0,0.0,0,0,0,0.0,75.0,5,3,166.0,0,0,1
CROWNE DOG CHICKEN CAN,DOG FOOD - WET,DGW0023,0,0.0,0,0,0,0.0,75.0,5,3,166.0,0,0,1
CROWNE DOG TUNA CAN,DOG FOOD - WET,DGW0024,0,0.0,0,0,0,0.0,75.0,7,3,170.0,0,0,1
DAILY DELIGHT DOG WET FOOD ALL STAGES CAN 375G,DOG FOOD - WET,DGW0025,15,3.0,3,5,6,37.0,95.0,9,5,356.0,0,0,1
GOODEST DOG ASSORTED POUCH 85G,DOG FOOD - WET,DGW0026,0,0.0,0,0,0,0.0,34.0,16,3,106.0,0,0,1
PEDIGREE 5 KINDS OF MEAT CAN 400G,DOG FOOD - WET,DGW0027,0,0.0,0,0,0,0.0,106.0,14,3,246.0,0,0,1
PEDIGREE BEEF CAN 400G,DOG FOOD - WET,DGW0028,0,0.0,0,0,0,0.0,106.0,14,3,246.0,0,0,1
PEDIGREE BEEF ADULT POUCH 130G,DOG FOOD - WET,DGW0029,2,3.0,6,2,2,-9.0,52.0,15,4,154.0,0,0,1
PEDIGREE GRILLED LIVER LOAF POUCH 130G,DOG FOOD - WET,DGW0030,0,4.0,1,0,2,0.0,52.0,16,3,156.0,0,0,1
PEDIGREE PUPPY CAN 400G,DOG FOOD - WET,DGW0031,0,0.0,0,0,0,0.0,113.0,15,3,262.0,0,0,1
PEDIGREE PUPPY POUCH 130G,DOG FOOD - WET,DGW0032,20,4.0,10,8,4,13.0,55.0,14,5,266.0,0,0,1
PEDIGREE ADULT POUCH CHICKEN/BEEF/CHICKEN&LIVER 130G,DOG FOOD - WET,DGW0033,0,0.0,8,7,6,65.0,48.0,15,4,306.0,0,0,1
PEDIGREE SIMMERED BEEF POUCH 130G,DOG FOOD - WET,DGW0034,2,11.0,0,1,1,-7.0,48.0,14,4,148.0,0,0,1
PLAISIR DOG WET FOOD POUCH 100G,DOG FOOD - WET,DGW0035,0,0.0,0,0,0,30.0,45.0,15,3,186.0,0,0,1
POWERDOG CAN PUPPY 405G,DOG FOOD - WET,DGW0036,0,1.0,8,1,4,15.0,90.0,5,4,256.0,0,0,1
ROYAL CANIN RECOVERY 195G,DOG FOOD - WET,DGW0037,0,0.0,0,0,0,0.0,195.0,15,3,426.0,0,0,1
SMARTHEART DOG WET FOOD POUCH 130G,DOG FOOD - WET,DGW0038,6,4.0,2,5,0,5.0,42.0,16,5,170.0,0,0,1
SMARTHEART DOG CAN 400G,DOG FOOD - WET,DGW0039,0,0.0,0,0,0,0.0,89.0,16,3,216.0,0,0,1
SPECIAL DOG BEEF CAN 400G,DOG FOOD - WET,DGW0040,0,0.0,0,0,0,0.0,60.0,16,3,158.0,0,0,1
SPECIAL DOG JR (PUPPY) CAN 400G,DOG FOOD - WET,DGW0041,0,0.0,0,0,0,0.0,65.0,16,3,168.0,0,0,1
SPECIAL DOG LAMB AND TURKEY CAN 400G,DOG FOOD - WET,DGW0042,0,0.0,0,0,0,0.0,60.0,16,3,158.0,0,0,1
VITALITY VALUEMEAL WET FOOD CAN 390G - ANY FLAVOR,DOG FOOD - WET,DGW0043,0,0.0,0,0,0,0.0,137.0,16,3,312.0,0,0,1
MAXWELL DOG CAN 375G ASSORTED,DOG FOOD - WET,DGW0044,0,8.0,0,4,2,40.0,90.0,5,5,308.0,0,0,1
POWERDOG CAN ADULT 405G,DOG FOOD - WET,DGW0045,0,6.0,3,2,5,15.0,85.0,5,5,252.0,0,0,1
PLAISIR TERRENE PATE 300G,DOG FOOD - WET,DGW0046,0,0.0,4,1,0,-4.0,80.0,17,3,202.0,0,0,1
PEDIGREE ADULT POUCH BEEF LOAF 130G,DOG FOOD - WET,DGW0047,0,0.0,0,1,12,12.0,40.0,17,5,174.0,0,0,1
ECO BAG - SMALL,ECOBAG,ECO0001,5,37.0,16,29,33,-58.0,5.0,17,11,190.0,0,0,1
ECO BAG - XL,ECOBAG,ECO0002,3,0.0,0,2,0,-3.0,20.0,17,3,84.0,0,0,1
ECO BAG - LARGE,ECOBAG,ECO0004,41,21.0,29,16,40,139.0,15.0,17,12,660.0,0,0,1
ECO BAG- MEDIUM,ECOBAG,ECO0005,83,59.0,75,51,45,210.0,10.0,13,20,1132.0,0,0,1
NURSING BOTTLE HATELI 50ML,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0001,1,4.0,0,7,2,15.0,120.0,13,5,334.0,0,0,1
NEWBORN PET FEEDING NEEDLE- MIRACLE NIPPLE SYRINGE,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0002,4,6.0,2,8,2,13.0,145.0,13,6,398.0,0,0,1
PET BOWL STAINLESS STEEL COLOR PRINTING W/ NON SLIP RUBBER MEDIUM 18CM,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0003,0,0.0,0,0,0,0.0,85.0,13,3,202.0,0,0,1
PET BOWL STAINLESS STEEL COLOR PRINTING W/ NON SLIP RUBBER SMALL 14CM,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0004,1,0.0,0,0,0,0.0,75.0,13,3,184.0,0,0,1
PET BOWL STAINLESS STEEL COLOR PRINTING W/ NON SLIP RUBBER XS 11CM,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0005,0,0.0,0,0,0,0.0,65.0,13,3,162.0,0,0,1
2 in 1 AUTOMATIC PET FEEDER STAINLESS BOWL,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0006,0,0.0,0,0,0,1.0,350.0,13,3,734.0,0,0,1
ACRYLIC TRAVEL DRINKING BOTTLE  (MEDIUM),"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0007,0,0.0,0,0,0,1.0,190.0,13,3,414.0,0,0,1
ACRYLIC TRAVEL DRINKING BOTTLE  (SMALL),"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0008,0,0.0,0,0,0,0.0,150.0,13,3,332.0,0,0,1
AUTOMATIC CLOUD SET WATER AND FOOD 1800L AND 2200G,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0009,2,0.0,0,0,0,2.0,620.0,13,3,1280.0,0,0,1
AUTOMATIC HANGING WATER AND FOOD SET WF2,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0010,2,0.0,0,0,0,1.0,590.0,13,3,1218.0,0,0,1
COLLAPSIBLE BOWL PORTABLE FEEDER,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0011,1,2.0,0,1,2,6.0,75.0,13,4,208.0,0,0,1
DUAL PURPOSE FEEDER BOWL - AUTOMATIC FOOD OR WATER AF1,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0012,0,0.0,0,0,0,17.0,250.0,13,3,566.0,0,0,1
DUAL TRAVEL BOTTLE -WATER AND FOOD,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0013,0,0.0,0,0,0,1.0,380.0,13,3,794.0,0,0,1
FLOWER SHAPED BOWL W/ STAINLESS SMALL,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0014,1,0.0,0,0,0,0.0,130.0,13,3,294.0,0,0,1
FLOWER SHAPED BOWL W/ STAINLESS MEDIUM,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0015,0,1.0,0,0,0,1.0,150.0,13,3,336.0,0,0,1
FOOD SCOOPER WITH CLIPPER HANDLE,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0016,1,0.0,0,0,0,0.0,65.0,13,3,164.0,0,0,1
FOUR LEG BOWL STAINLESS STEEL,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0017,8,9.0,4,0,5,4.0,180.0,13,6,458.0,0,0,1
NURSING BOTTLE HATELI BRAND 120ML,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0018,3,5.0,7,2,2,2.0,160.0,13,6,400.0,0,0,1
NURSING BOTTLE TAOTAO 120ML,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0019,1,0.0,0,0,0,14.0,150.0,13,3,362.0,0,0,1
NURSING BOTTLE TAOTAO PETS 60ML,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0019-2,5,5.0,0,10,3,7.0,120.0,13,6,338.0,0,0,1
NURSING BOTTLE SET PETALONG BRAND - 150ML,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0020,1,0.0,5,2,4,16.0,150.0,13,5,392.0,0,0,1
NURSING BOTTLE PETALONG BRAND 160ML,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0020-2,2,1.0,0,1,1,9.0,150.0,13,4,362.0,0,0,1
P110 ORDINARY PLASTIC BOWL LARGE,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0021,0,0.0,0,0,0,5.0,75.0,13,3,192.0,0,0,1
P110  ORDINARY PLASTIC BOWL SMALL,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0022,1,5.0,1,8,10,24.0,50.0,13,6,236.0,0,0,1
PET BOWL DOUBLE STAINLESS FROG FACE,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0023,0,1.0,1,0,0,0.0,220.0,3,3,456.0,0,0,1
PET WATER DISPENSER FOUNTAIN KS-800,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0024,2,0.0,1,0,3,3.0,620.0,18,4,1302.0,0,0,1
PORTABLE FOOD AND DRINK BOTTLE 2IN1,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0025,1,0.0,0,0,0,0.0,250.0,18,3,544.0,0,0,1
SINGLE WATER NOZZLE,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0026,1,4.0,1,0,0,22.0,150.0,18,4,400.0,0,0,1
SLOW FEEDING BOWL,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0027,0,1.0,1,0,0,9.0,180.0,18,3,424.0,0,0,1
PET DRINK SQUEEZE TRAVEL DRINKING BOTTLE  (MEDIUM),"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0028,2,0.0,1,0,0,8.0,120.0,18,3,304.0,0,0,1
PET DRINK SQUEEZE TRAVEL DRINKING BOTTLE  (SMALL),"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0029,1,0.0,0,1,0,1.0,95.0,18,3,238.0,0,0,1
TRANSLUCENT PLASTIC BOWL - LARGE,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0030,0,0.0,0,0,2,2.0,80.0,18,3,210.0,0,0,1
TRANSLUCENT PLASTIC BOWL - MEDIUM,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0031,0,0.0,0,0,1,2.0,60.0,18,3,168.0,0,0,1
TRANSLUCENT PLASTIC BOWL - SMALL,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0032,0,0.0,0,0,0,0.0,50.0,18,3,142.0,0,0,1
WAVY PLASTIC DOUBLE BOWL - LARGE P006,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0033,0,1.0,2,0,0,13.0,140.0,18,3,354.0,0,0,1
WAVY PLASTIC DOUBLE BOWL - MEDIUM P006,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0034,0,0.0,0,4,2,12.0,95.0,18,3,268.0,0,0,1
WAVY PLASTIC DOUBLE BOWL - SMALL P006,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0035,0,0.0,0,0,0,0.0,85.0,18,3,212.0,0,0,1
P737 OCTAGON BOWL W/ STAINLESS - SMALL,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0036,0,0.0,0,1,0,1.0,110.0,18,3,266.0,0,0,1
P737 OCTAGON BOWL W/ STAINLESS - MEDIUM,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0037,3,0.0,0,0,0,3.0,150.0,18,3,354.0,0,0,1
P737 OCTAGON BOWL W/ STAINLESS - LARGE,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0038,2,2.0,0,1,0,2.0,180.0,18,3,416.0,0,0,1
P736 PLASTIC OCTAGON BOWL - SMALL,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0039,1,0.0,0,2,0,2.0,60.0,18,3,172.0,0,0,1
P736 PLASTIC OCTAGON BOWL - MEDIUM,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0040,0,1.0,0,0,0,2.0,70.0,18,3,188.0,0,0,1
P736 PLASTIC OCTAGON BOWL - LARGE,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0041,0,2.0,0,0,0,3.0,80.0,18,3,212.0,0,0,1
FOOD SCOOPER,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0042,4,3.0,0,2,0,21.0,60.0,18,4,224.0,0,0,1
MULTIPLE NURSING FEEDER,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0043,1,0.0,0,0,0,4.0,380.0,18,3,812.0,0,0,1
DOUBLE BOWL CAT FACE PLASTIC SPACE -2 STAINLESS BOWL  DBCF1,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0045,1,0.0,1,1,0,3.0,280.0,18,3,614.0,0,0,1
STAINLESS SAUCER BOWL SMALL,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0046,0,0.0,1,0,0,0.0,280.0,18,3,604.0,0,0,1
STAINLESS SAUCER BOWL MEDIUM,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0047,0,1.0,0,0,0,1.0,350.0,18,3,746.0,0,0,1
STAINLESS SAUCER BOWL LARGE,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0048,0,0.0,0,0,0,2.0,420.0,18,3,886.0,0,0,1
STAINLESS BOWL WITH RUBBER STOPPER - XS,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0049,3,0.0,0,0,0,0.0,75.0,18,3,198.0,0,0,1
STAINLESS BOWL WITH RUBBER STOPPER - SMALL,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0050,4,2.0,2,8,2,4.0,95.0,18,6,282.0,0,0,1
STAINLESS BOWL WITH RUBBER STOPPER - MEDIUM,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0051,0,5.0,0,0,0,4.0,115.0,18,3,290.0,0,0,1
STAINLESS BOWL WITH RUBBER STOPPER - LARGE,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0052,0,1.0,0,2,1,10.0,140.0,18,4,352.0,0,0,1
STAINLESS BOWL WITH RUBBER STOPPER - XL,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0053,0,0.0,1,0,0,10.0,180.0,18,3,424.0,0,0,1
PET AUTOMATIC DISPENCER 3.8L WATER AND FOOD SET 2PCS WF1,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0054,0,0.0,0,0,0,0.0,650.0,18,3,1342.0,0,0,1
STAINLESS HANGING BOWL,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0056,0,0.0,0,0,0,0.0,0.0,18,3,42.0,0,0,1
PET BOWL LITTLE DUCK STYLE,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0058,0,0.0,0,0,0,0.0,280.0,3,3,572.0,0,0,1
PET FOOD SPOON,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0059,0,0.0,0,0,0,6.0,95.0,10,3,228.0,0,0,1
TREAT BOWL PUZZLE,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0060,0,0.0,0,0,0,6.0,250.0,10,3,538.0,0,0,1
AUTOMATIC DOUBLE BOWL PLASTIC PLAIN,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0061,2,3.0,4,3,3,43.0,150.0,10,5,446.0,0,0,1
PLASTIC DOUBLE BOWL SMALL,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0062,11,12.0,1,0,0,-24.0,40.0,10,6,112.0,0,0,1
PET DRINKING HANGING BOTTLE ACRYLIC WITH NOZZLE,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0063,0,0.0,2,0,0,9.0,180.0,10,3,408.0,0,0,1
PET WATER FOUNTAIN FLOWER DESIGN,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0064,0,2.0,0,1,0,2.0,660.0,10,3,1356.0,0,0,1
TILTED BOWL / ELEVATED PET BOWL,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0065,2,6.0,6,4,2,26.0,150.0,10,6,424.0,0,0,1
PET FOOD CONTAINER 2.5L,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0066,0,0.0,2,0,1,2.0,250.0,10,3,536.0,0,0,1
FEDDING MACHINE 2IN1 HOUSE SHAPE,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0067,0,1.0,0,0,1,5.0,480.0,10,3,1000.0,0,0,1
AUTOMATIC DOUBLE BOWL HANGING WITH STAINLESS - EAD2003,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0068,0,1.0,1,4,1,11.0,280.0,10,4,624.0,0,0,1
AUTOMATIC WATER DISPENSER 3.8L BOTTLE,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0069,0,1.0,1,1,1,6.0,380.0,10,3,806.0,0,0,1
