Name,ProductGroup,SKU,May,June,July,August,september,Quantity,Price,LEAD TIME,THRESHOLD VALUE,PredictedThreshold,RestockNeeded
NEMATOCIDE 15ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0027,12,17.0,1,23,18,72.0,160.0,13,7,35.784212784212784,False
NEMATOCIDE 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0028,9,0.0,9,4,7,21.0,290.0,13,6,53.8030888030888,True
NUTRIBLEND GEL,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0029,0,0.0,0,0,0,0.0,485.0,13,3,41.18532818532819,True
NUTRICAL SYRUP 120ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0030,1,0.0,0,0,0,-1.0,140.0,13,3,13.342771342771343,True
NUTRICAL SYRUP 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0031,0,0.0,1,0,0,11.0,150.0,13,3,24.74410124410124,True
OTIDERM EAR DROPS 15ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0032,1,1.0,2,1,2,9.0,450.0,13,4,34.73187473187474,True
PROXANTEL / PER TABLET,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0033,38,42.0,20,0,0,100.0,50.0,13,10,25.21042471042471,False
PROXANTEL 50TABS,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0034,0,0.0,0,0,0,7.0,2100.0,13,3,49.006435006435005,True
REFAMOL,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0035,0,0.0,0,0,0,0.0,295.0,13,3,54.219004719004715,True
BIO-GENTADROP,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0036,0,0.0,0,0,0,0.0,175.0,13,3,32.27305877305878,True
BIOLINE EARCARE 50ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0037,0,0.0,2,0,1,35.0,210.0,13,3,28.46803946803947,False
BIOLINE EARMITE,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0038,0,3.0,3,4,4,0.0,230.0,13,5,33.85199485199485,True
BIOLINE EYECARE 50ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0039,1,2.0,4,3,1,16.0,210.0,13,5,34.28056628056628,True
BIOLINE TICK AND FLEA COLLAR,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0041,0,0.0,0,0,0,0.0,110.0,13,3,17.525311025311026,True
BIOLINE TICK AND FLEA SPRAY,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0042,0,0.0,0,0,0,0.0,160.0,15,3,61.64843414843415,True
CASSIEL PET - ALBENDAZOLE TABLETS 1BOX,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0043,1,0.0,1,4,0,14.0,210.0,5,4,16.94873444873445,True
CASSIEL PET - PET SKIN TREATMENT SPRAY,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0044,0,0.0,0,1,6,0.0,230.0,5,4,15.640926640926644,True
CASSIEL PET - POUR ON SOLUTION 1BOX,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0045,0,12.0,6,28,18,34.0,230.0,5,7,19.795366795366796,False
CASSIEL PET - TICK AND FLEA KILLER SPRAY CAT AND DOG 100ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0046,1,1.0,2,1,0,2.0,240.0,5,4,9.138996138996138,True
CASSIEL PET - TICK AND FLEA KILLER SPRAY CAT AND DOG 250ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0047,0,0.0,0,0,0,0.0,290.0,5,3,16.184684684684683,True
DR. POOCH ANTI-TICK AND FLEA SPRAY,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0048,0,0.0,0,0,0,0.0,105.0,5,3,17.462676962676962,True
DR. POOCH COUGH AND COLD 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0049,0,0.0,0,0,0,0.0,110.0,5,3,14.695195195195193,True
PUPPY FATTENER 120ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0050,0,0.0,0,0,0,0.0,173.0,5,3,12.04954954954955,True
PUPPY FATTENER 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0051,0,0.0,0,0,0,0.0,113.0,5,3,10.15079365079365,True
VCO FOR PETS,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0052,0,0.0,0,0,0,0.0,126.0,5,3,18.463320463320464,True
APPETITE BOOSTER FOR DOGS AND CATS 80G (ASSTD FLAVOR),"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0053,18,24.0,0,0,0,0.0,165.0,5,6,12.238095238095237,True
EMERPLEX 120ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0055,0,0.0,0,0,0,5.0,220.0,5,3,11.238095238095237,True
MUCOTAN 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0056,0,0.0,0,0,0,0.0,160.0,5,3,8.526812526812526,True
TOLFENAMIC ACID TOLFENOL - 30ML SYRUP,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0057,7,4.0,3,2,4,10.0,290.0,5,5,8.526812526812526,False
OPTICARE - GENTAMICIN EYE DROPS 7ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0058,2,7.0,3,6,3,24.0,270.0,17,5,64.20463320463321,True
OTIDEX - GENTAMICIN SULFATE 15ML HAPPYPETS,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0059,1,1.0,1,0,0,14.0,380.0,17,4,50.534105534105535,True
SCOURVET 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0060,3,1.0,6,2,10,13.0,210.0,17,5,57.65229515229516,True
SORVIT 120ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0061,6,0.0,1,0,3,14.0,260.0,17,4,44.663020163020164,True
SORVIT 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0062,2,3.0,1,6,1,7.0,130.0,17,4,52.11604461604462,True
HIMPYRIN CATS AND DOGS 30ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0063,0,1.0,4,1,1,7.0,350.0,8,4,32.163020163020164,True
IMMUNOL LIQUID SYRUP WHITE 100ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0064,2,2.0,0,4,4,16.0,380.0,8,4,19.152080652080652,True
LIV 52 SYRUP 200ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0065,0,0.0,0,0,0,0.0,175.0,8,3,24.824967824967825,True
LIVEROLIN,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0066,0,1.0,0,0,0,2.0,330.0,8,3,29.653367653367653,True
SCAVON CREAM,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0067,0,0.0,0,0,0,0.0,130.0,8,3,16.32904332904333,True
LORI PHEUMEX,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0068,0,0.0,0,0,0,0.0,170.0,8,3,33.18382668382669,True
GOLDEN FUR HERBAL EAR WASH 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0069,8,1.0,3,2,2,7.0,90.0,8,4,24.54139854139854,True
GOLDEN FUR MDC OINTMENT WITH MOISTURIZER,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0070,6,10.0,6,10,0,13.0,90.0,15,5,35.0975975975976,True
PAWS & WHISKERS MDC HEALING OIL 100ML SPRAY,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0071,0,0.0,0,0,1,0.0,90.0,15,3,36.01758901758902,True
G FUR CARE - WOUND SPRAY FOR CATS AND DOGS 120ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0072,5,9.0,7,3,5,26.0,190.0,15,5,45.56306306306306,True
GENTAMICIN SULFATE- EYEDROPS FOR CATS AND DOGS 10MG,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0073,6,1.0,1,4,1,16.0,180.0,8,4,27.487344487344494,True
GFUR CARE PET EYE DROPS 125ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0074,3,0.0,0,2,0,13.0,220.0,15,3,44.40304590304591,True
GFUR CARE HEALING OIL SPRAY- MADRE DE CACAO,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0075,7,2.0,3,6,6,26.0,140.0,8,4,31.02831402831403,True
SPOT ON TICK AND FLEA BUSTER 10ML BY GFUR CARE,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0076,12,29.0,10,10,28,52.0,65.0,15,8,53.880523380523385,True
ALASKA FISH OIL,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0077,2,0.0,0,2,3,20.0,195.0,8,4,24.351994851994853,True
APPETITE BOOSTER FOR DOGS AND CATS POUCH (W/ MORINGA - ASSTD FLAVOR),"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0078,0,0.0,0,1,0,0.0,50.0,8,3,11.591162591162592,True
BLACK ARMOUR,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0079,0,0.0,0,0,0,2.0,590.0,8,3,28.48026598026598,True
COSI MILK 1-LITER,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0080,12,18.0,21,16,27,7.0,195.0,16,9,26.25611325611326,True
DR SHIBA - HAPPY TUMMY 250G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0081,0,0.0,2,0,1,1.0,620.0,8,3,31.61111111111111,True
DR SHIBA - HAPPY TUMMY MINI TUB 90G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0082,0,0.0,0,0,0,0.0,265.0,8,3,18.21921921921922,True
DR SHIBA - HAPPY TUMMY TASTER PACK 40G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0083,0,3.0,7,1,0,2.0,120.0,8,4,23.103603603603602,True
DR SHIBA - JOLLY JOINTS MINI TUB 90G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0084,1,1.0,0,0,0,0.0,265.0,8,3,27.61111111111111,True
DR SHIBA - PRO IMMUNE 250G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0085,0,0.0,0,0,0,3.0,498.0,8,3,23.320463320463325,True
DR SHIBA - PRO IMMUNE MINI TUB 90G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0086,0,0.0,0,0,0,0.0,265.0,8,3,14.161089661089658,True
DR SHIBA - PRO IMMUNE TASTER PACK 40G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0087,0,1.0,0,0,1,7.0,120.0,8,3,22.558344058344055,True
DR SHIBA - SILKY FUR MINI TUB 90G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0088,0,0.0,0,0,0,0.0,265.0,8,3,25.974688974688974,True
GOURMET SPECIALIST VCO 300ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0089,5,2.0,1,0,1,7.0,345.0,19,4,33.51115401115401,True
K9 POWER SHOW STOPPER SUPPLEMENT- 50G REPACK,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0090,3,5.0,0,0,0,0.0,120.0,10,4,31.228657228657227,True
K9 PUPPY GOLD,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0091,0,0.0,0,0,0,0.0,0.0,10,3,41.42664092664093,True
K9 POWER SHOW STOPPER 100G PACK,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0092,0,0.0,0,0,0,0.0,180.0,10,3,32.51930501930502,True
LIVER CARE PETSMED 100ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0093,0,0.0,0,0,0,0.0,360.0,10,3,25.16108966108966,True
MORINGGA NATURALE- MALUNGGAY POWDER 120G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0094,0,0.0,0,0,0,0.0,65.0,10,3,40.78185328185329,True
NANO SILVER 250ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0095,3,0.0,0,3,1,0.0,800.0,10,4,39.67138567138567,True
NANO SILVER 500ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0096,0,4.0,1,1,0,0.0,1220.0,10,4,31.003003003003002,True
NUTRIBOOST GOAT'S MILK 200G (6L),"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0097,38,41.0,41,47,33,33.0,180.0,10,17,26.10832260832261,False
NUTRIBOOST GOAT'S MILK 300G (10L),"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0098,11,6.0,0,5,6,1.0,260.0,10,6,18.271986271986272,True
NUTRIBOOST GOATSMILK REPACK 100G POUCH,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0099,0,0.0,0,0,0,0.0,89.0,10,3,25.35628485628485,True
NUTRIBOOST GOATSMILK REPACK 75G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0100,0,0.0,0,0,0,0.0,47.65,10,3,26.422779922779924,True
PET PURE MORINGGA POWDER 100G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0101,3,3.0,3,0,0,0.0,135.0,10,4,19.845130845130846,True
PETS FUEL 175ML BOTTLE,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0102,0,0.0,0,0,0,0.0,140.0,10,3,35.912912912912915,True
PETS FUEL 350ML BOTTLE,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0103,0,0.0,0,0,0,0.0,260.0,10,3,25.796010296010298,True
PETS OWN MILK 1LITER- CAT & KITTEN,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0104,0,0.0,0,0,0,0.0,168.0,19,3,47.53882453882454,True
PETS OWN MILK 1LITER- DOG & PUPPY,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0105,0,0.0,0,0,0,0.0,168.0,19,3,53.944229944229946,True
PLATELEAF SYRUP 120ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0106,1,0.0,0,0,0,0.0,270.0,17,3,51.135778635778635,True
PROLIFIC PROBIOTIC AID PLUS 100G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0107,0,1.0,3,6,0,21.0,140.0,8,4,21.174174174174176,True
RRJ VCO 100ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0108,0,0.0,0,0,0,0.0,95.0,8,3,23.362934362934364,True
VETCORE NUTRIFUEL PROBIOTIC,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0109,1,0.0,0,0,0,-1.0,380.0,8,3,24.478335478335477,True
BIOCURE TABLET 100MG 1PC,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0110,0,0.0,0,0,0,0.0,8.8,17,3,72.74646074646076,True
CETIRIZENE CETIRIGEN 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0111,0,0.0,0,0,0,0.0,210.0,8,3,21.150793650793652,True
COAT POWER TICK AND FLEA SPRAY 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0112,0,0.0,0,0,0,0.0,156.0,8,3,23.274989274989274,True
COMXICLA SUSPENSION 60ML - COAMOXICLAV 156.25MG PER 5ML POWDER FOR SUSPENSION,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0113,0,0.0,0,0,0,0.0,230.0,8,3,22.795366795366796,True
COMXICLA SUSPENSION 60ML - COAMOXICLAV 312.5MG PER 5ML POWDER FOR SUSPENSION,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0114,0,0.0,0,0,0,0.0,290.0,8,3,26.925782925782926,True
DOXYCYLINE TABLET -PAPI DOXY 100G TAB,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0115,0,0.0,0,0,0,0.0,16.0,8,3,21.196911196911195,True
EAR CLEAN ADVANCE 15ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0116,0,0.0,0,0,0,0.0,106.0,8,3,29.361647361647364,True
EAR CURE PLUS 15ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0117,0,0.0,0,0,0,0.0,179.0,8,3,25.422779922779924,True
EAZY HEAL SPRAY 50ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0118,1,0.0,2,1,1,9.0,180.0,17,4,32.154869154869154,True
EYE GUARD 15ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0119,0,0.0,0,0,0,0.0,230.0,9,3,25.654011154011155,True
FREXIMOL CAP FISH OIL 1-BOTTLE,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0120,0,0.0,0,1,0,0.0,176.0,17,3,58.99270699270699,True
IVERMECTIN AGMENTIN POWDER METROVET 5G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0121,10,3.0,4,7,0,50.0,48.0,9,6,34.364221364221365,False
MYREX MYCLOSIL METOCLOPRAMIDE 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0122,0,0.0,0,0,0,0.0,0.0,9,3,13.08966108966109,True
NEUROVET TABLET 500G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0123,0,9.0,0,0,0,7.0,35.0,17,4,60.09009009009009,True
POENOPHEN SYRUP PARACETAMOL 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0124,0,0.0,0,0,0,0.0,175.0,9,3,36.944229944229946,True
POWER PET IRON PLUS 120ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0125,0,0.0,0,0,0,0.0,170.0,9,3,35.94101244101244,True
PRAZINATE 15ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0126,0,0.0,12,4,2,15.0,160.0,17,6,49.83612183612183,True
RAINBOW ORAL CARE PLUS 35ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0127,0,0.0,0,0,0,0.0,99.0,9,3,30.65594165594166,True
RAINBOW PET VITAMINS 120ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0128,0,0.0,0,0,0,0.0,143.0,9,3,20.342556842556842,True
RANICLAV CO-AMOXICLAV TABLET 625G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0129,0,0.0,0,0,0,25.0,65.0,9,3,21.43822393822394,False
SIKLAB DEXTROSE PLUS 100G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0130,0,0.0,0,0,0,0.0,40.0,9,3,24.98927498927499,True
SMP 500 TABLET,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0131,0,0.0,0,0,0,0.0,11.25,9,3,23.461389961389962,True
WOUND BUSTER 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0132,0,0.0,0,0,0,0.0,167.0,9,3,33.27520377520377,True
BIOCARE SYRUP,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0133,0,0.0,0,0,0,0.0,200.0,9,3,23.02016302016302,True
IMMUNO CARE SYRUP,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0134,0,0.0,1,0,0,23.0,320.0,9,3,25.44144144144144,True
PETPYRIN,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0135,0,0.0,0,2,1,24.0,350.0,9,3,29.82904332904333,True
PROBIO CARE,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0136,0,0.0,0,0,0,0.0,180.0,9,3,29.094165594165595,True
PULMO CARE 60ML MOCULYTIC SYRUP,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0137,0,0.0,0,0,0,0.0,230.0,9,3,25.68018018018018,True
THROMBO CARE,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0138,0,0.0,0,0,0,0.0,340.0,9,3,24.97125697125697,True
MONDEX 100 - 120G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0139,7,8.0,6,16,4,27.0,80.0,5,7,12.616044616044615,False
MONDEX 340G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0140,2,1.0,2,1,1,3.0,180.0,17,5,35.84899184899185,True
PROLIFIC DEXTROSE POWDER 100G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0141,1,5.0,4,5,1,3.0,70.0,9,5,24.455169455169454,True
PROLIFIC DEXTROSE POWDER 250G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0142,0,1.0,1,2,3,16.0,150.0,9,5,31.886743886743883,True
10CC SYRINGE,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0143,1,0.0,1,6,11,98.0,30.0,9,5,18.611969111969113,False
1CC SYRINGE,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0144,10,25.0,22,28,21,39.0,15.0,9,11,20.87709137709138,False
3CC SYRINGE,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0145,22,19.0,26,11,14,74.0,15.0,9,9,31.526383526383526,False
5CC SYRINGE,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0146,0,2.0,8,11,6,92.0,25.0,9,6,23.482196482196485,False
DETICK 1CC,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0147,14,3.0,4,12,3,30.0,90.0,9,6,12.15079365079365,False
DETICK 2CC,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0148,9,2.0,0,5,4,13.0,120.0,9,6,18.28893178893179,True
DETICK PLUS 1CC,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0149,5,4.0,5,3,3,53.0,120.0,9,6,31.634920634920633,False
DETICK PLUS 2CC,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0150,11,1.0,4,1,0,0.0,140.0,9,8,26.7996567996568,True
NEXGARD LARGE RED (25-50KG),"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0151,5,0.0,1,1,1,2.0,750.0,9,4,29.10832260832261,True
NEXGARD MEDIUM PURPLE (10-25KG),"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0152,2,7.0,0,5,1,6.0,680.0,9,5,25.294079794079792,True
NEXGARD SMALL BLUE (4-10KG),"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0153,4,5.0,8,13,0,15.0,650.0,9,6,19.13899613899614,True
NEXGARD SPECTRA LARGE (15-30KG),"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0154,10,4.0,3,4,3,15.0,990.0,9,5,20.617117117117118,True
NEXGARD SPECTRA MEDIUM (7-15KG),"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0155,14,0.0,5,5,4,10.0,940.0,9,6,13.394894894894895,True
NEXGARD SPECTRA SMALL (3.5-7KG),"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0156,10,3.0,3,0,0,-1.0,780.0,9,5,37.08172458172458,True
NEXGARD SPECTRA X-SMALL (2-3KG),"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0157,0,0.0,2,0,3,15.0,680.0,9,4,21.02831402831403,True
NEXGARD SPECTRA XL (30-60KG),"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0158,0,1.0,2,0,0,0.0,1050.0,9,3,38.70892320892321,True
NEXGARD X-SMALL ORANGE (2-4KG),"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0159,1,4.0,0,1,3,6.0,575.0,9,5,24.907121407121405,True
NUTRIPETS NUTRIPLUS GEL TUBE OF 120 - 5G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0160,8,1.0,3,5,3,6.0,430.0,9,5,22.04954954954955,True
PAWELL EAR MITE BUSTER 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0161,0,0.0,0,0,0,0.0,150.0,9,3,16.422779922779924,True
PNEUMEX 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0162,16,8.0,5,9,10,21.0,260.0,9,7,26.674174174174176,True
PUPPY BOOST,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0163,0,0.0,0,0,0,0.0,975.0,9,3,37.27885027885028,True
BRONCURE 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0164,0,0.0,0,0,0,0.0,140.0,17,3,45.37172887172888,True
ENER-G 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0165,0,0.0,0,0,0,0.0,121.0,12,3,30.57142857142857,True
ENMALAC 120ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0166,0,3.0,0,0,0,0.0,260.0,17,3,39.74324324324324,True
IOZIN SPRAY,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0167,2,3.0,1,1,1,8.0,295.0,17,4,60.86765336765337,True
NACALVIT-C 120ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0168,0,0.0,0,0,0,24.0,601.0,17,3,21.795366795366796,False
NACALVIT-ZC 120ml,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0169,0,2.0,3,5,2,43.0,210.0,17,4,46.461389961389955,True
PAPI BION PLUS 120ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0170,2,2.0,1,1,5,22.0,240.0,12,4,38.58580008580009,True
PAPI DOXY 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0171,4,2.0,0,0,0,0.0,260.0,17,4,56.78807378807379,True
PAPI LIVWELL SUSPENSION 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0172,0,0.0,0,0,0,4.0,220.0,17,3,73.41956241956242,True
PAPI METRONIDAZOLE FLAVET 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0173,0,0.0,0,0,0,0.0,80.0,17,3,60.39360789360789,True
PAPI MVP 120ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0174,3,0.0,5,3,2,93.0,180.0,17,5,32.73981123981124,False
PAPI OB 120ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0175,0,7.0,2,1,1,15.0,180.0,17,4,32.21814671814671,True
PAPI SCOUR 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0176,0,1.0,4,7,3,19.0,160.0,17,5,57.81317031317032,True
PAPI VERMIFUGE SUSPENSION 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0177,0,0.0,0,0,0,0.0,149.0,17,3,56.203989703989706,True
VETMATE RENACURE 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0178,0,0.0,1,2,0,30.0,250.0,17,3,29.03389103389103,False
TOPIDERM 10G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0179,0,0.0,0,0,0,0.0,0.0,5,3,16.58129558129558,True
TOPIDERM 20G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0180,5,4.0,0,0,0,0.0,210.0,6,4,22.86808236808237,True
VENOMA 120ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0181,3,0.0,0,0,0,0.0,330.0,5,3,17.31338481338481,True
FLEXIMOL 500G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0182,0,0.0,0,0,0,11.0,240.0,17,3,46.121836121836125,True
DERMGUARD 10ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0183,4,2.0,1,1,1,3.0,160.0,17,4,62.12483912483913,True
NEFROTEC DS - PER TABLET,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0184,30,0.0,21,0,16,293.0,20.0,12,7,41.58258258258258,False
NEFROTEC DS - 60TABS,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0184-2,1,1.0,2,2,2,-4.0,380.0,12,4,48.074217074217074,True
ENDEX 4000 IVERMECTIN,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0186,0,1.0,0,0,0,6.0,160.0,12,3,42.89017589017589,True
