Name,ProductGroup,SKU,May,June,July,August,september,Quantity,Price,LEAD TIME,THRESHOLD VALUE
BIO CREAMY WET CAT TREATS IN STICKS 4PCS PACK,DOG / CAT - TREATS,DCT0006,8,9,11,10,5,3,80,16,6
BIOLINE LIQUID SNACK  2326 BONITO FLAVOR,DOG / CAT - TREATS,DCT0007,0,0,0,0,0,0,100,5,3
BIOLINE LIQUID SNACK 2325 CHICKEN FLAVOR,DOG / CAT - TREATS,DCT0008,0,0,0,0,0,0,100,5,3
BIOLINE LIQUID SNACK 2327 YELLOWFIN TUNA FLAVOR,DOG / CAT - TREATS,DCT0009,0,0,0,0,0,0,100,5,3
BIOLINE NATURAL FEAST SMOOTH PATE 1-STICK,DOG / CAT - TREATS,DCT0010,39,3,0,10,6,-3,16,5,7
BIOLINE NATURAL FEAST SMOOTH PATE-PACK (15GX5PCS),DOG / CAT - TREATS,DCT0011,29,13,24,2,4,24,80,5,7
CIAO CAT TREATS,DOG / CAT - TREATS,DCT0012,0,0,0,0,0,0,65,5,3
ENTREE STRAWBERRY STICKS REPACK 4PCS,DOG / CAT - TREATS,DCT0013,4,1,0,0,0,-5,30,5,3
FAENBEI CAT STICKS TUNA/SALMON 15G,DOG / CAT - TREATS,DCT0014,0,0,0,0,0,0,3.23,5,3
FLAVOREX CREAMY STICKS 14GX4 PACK,DOG / CAT - TREATS,DCT0015,3,4,4,3,0,-11,88,5,5
FLAVOREX SUPER PREMIUM CAT TREATS BISCUITS - ALL FLAVOUR 56G,DOG / CAT - TREATS,DCT0016,0,0,0,0,0,13,88,7,3
FREEZE DRIED CAT GRASS CUBE SNACK,DOG / CAT - TREATS,DCT0021,0,0,0,0,0,0,109,7,3
HEALTHY CAT TREAT JAR,DOG / CAT - TREATS,DCT0022,0,0,0,0,0,0,88,7,3
HEALTHY CAT TREAT POUCH,DOG / CAT - TREATS,DCT0023,0,0,0,0,0,0,88,7,3
HEALTHY CAT TREAT POUCH SMALL,DOG / CAT - TREATS,DCT0024,0,0,0,0,0,0,44,7,3
JACKPOT CRUNCHY CAT BISCUITS- TASTY 75G,DOG / CAT - TREATS,DCT0025,6,4,2,2,0,9,95,5,5
KITCAT BREATH BITES,DOG / CAT - TREATS,DCT0027,0,0,0,0,0,0,0,7,3
KITCAT KITTY CRUNCH,DOG / CAT - TREATS,DCT0028,0,0,0,1,0,0,0,9,3
LIEBAO CAT STRIPS - TUNA / COD / CHICKEN,DOG / CAT - TREATS,DCT0029,233,366,571,499,437,1529,10,9,40
LUSCIOUS CAT TREATS 35G,DOG / CAT - TREATS,DCT0030,0,1,1,0,0,-2,79,9,3
LUSCIOUS MEAT TOPPERS - CAT  AND DOGS,DOG / CAT - TREATS,DCT0031,15,0,0,0,0,0,156,9,4
MYCAT CREAMY TREATS 4X15G PACK,DOG / CAT - TREATS,DCT0032,2,14,8,12,3,11,88,9,5
PET BIOLINE CATNIP BISCUITS SALMON / COD FLAVOR,DOG / CAT - TREATS,DCT0033,13,0,5,4,9,0,130,9,5
POCA CAT TREATS REPACK,DOG / CAT - TREATS,DCT0034,21,0,0,0,0,0,23,3,5
SAUSAGE PACK BARE KITCHEN BRAND 5PCS,DOG / CAT - TREATS,DCT0035,0,0,0,0,0,0,21.3,18,3
URCHIN CAT TREATS - CHICKEN,DOG / CAT - TREATS,DCT0036,0,0,0,0,0,0,29,18,3
URCHIN CAT TREATS - SALMON,DOG / CAT - TREATS,DCT0037,0,0,0,0,0,0,29,18,3
URCHIN CAT TREATS - TUNA,DOG / CAT - TREATS,DCT0038,0,0,0,0,0,0,29,18,3
YAHO CAT COOKIES MINT / TUNA / SALMON,DOG / CAT - TREATS,DCT0039,0,0,0,0,0,0,70,18,3
YAHO CAT SNACK PACK 80G,DOG / CAT - TREATS,DCT0040,0,0,0,0,0,0,50,18,3
YAHO CAT TREATS,DOG / CAT - TREATS,DCT0041,0,0,0,0,1,0,50,18,3
AZU DENTAL BITES BONES SHAPE 165G,DOG / CAT - TREATS,DCT0042,4,7,3,1,0,-1,140,5,4
AZU DENTAL BITES MILK TWIST 165G,DOG / CAT - TREATS,DCT0043,4,3,3,4,1,10,140,9,4
AZU MEAT JERKY BEEF& LIVER/ROASTED LAMB 80G,DOG / CAT - TREATS,DCT0044,8,6,15,4,3,19,88,5,5
AZU RAWHIDE 5INCH BY PC,DOG / CAT - TREATS,DCT0046,7,6,6,4,3,29,60,12,5
BARF ORGANIC TOPPERS,DOG / CAT - TREATS,DCT0047,2,1,0,1,0,2,196,12,3
DENTAL BONE - MOLAR BEEF 20G,DOG / CAT - TREATS,DCT0048,0,0,0,0,0,0,0,12,3
DENTAL BONE - MOLAR MILK 20G,DOG / CAT - TREATS,DCT0049,0,0,0,0,0,0,0,13,3
DENTASTIX LARGE (25KG-50KG) 112G,DOG / CAT - TREATS,DCT0050,0,0,0,0,0,0,84,13,3
DENTASTIX MEDIUM (10KG-25KG) 77G,DOG / CAT - TREATS,DCT0051,0,0,0,0,0,0,69,13,3
DENTASTIX PUPPY 56G,DOG / CAT - TREATS,DCT0052,0,0,0,0,0,0,73,13,3
DENTASTIX SMALL (5KG-10KG) 45G,DOG / CAT - TREATS,DCT0053,0,0,0,0,0,0,53,13,3
DENTASTIX STICK MEDIUM 10-25KG INDIVIDUAL,DOG / CAT - TREATS,DCT0054,0,0,0,0,0,0,23,13,3
DENTASTIX STICK SMALL DOG 5-10KG INDIVIDUAL,DOG / CAT - TREATS,DCT0055,0,0,0,0,0,0,18,13,3
DENTASTIX TOY (2KG-5KG) 60G,DOG / CAT - TREATS,DCT0056,0,0,0,0,0,0,75,13,3
DOG SNACK -SMALL BONES MIX FLAVOUR,DOG / CAT - TREATS,DCT0057,0,0,0,0,0,0,40,13,3
DOGGIE BISCUITS 80G TRAVEL PACK,DOG / CAT - TREATS,DCT0058,1,3,4,7,4,16,96,13,5
DOGGYMAN POCKE 4-IN-1,DOG / CAT - TREATS,DCT0059,0,0,0,0,0,0,0,13,3
DOGGYMAN SPINACH REPACK,DOG / CAT - TREATS,DCT0060,0,0,0,0,0,0,0,13,3
ENTREE 4PCS STICKS,DOG / CAT - TREATS,DCT0061,3,0,0,1,0,2,25,13,3
ENTREE GOURMET DOG TREATS 70G,DOG / CAT - TREATS,DCT0062,6,16,19,19,20,1,88,13,9
PET PLUS MILKY BISCUITS 70G,DOG / CAT - TREATS,DCT0063,1,0,0,0,0,-1,89,13,3
PET PLUS MUNCH AND TREATS- SOFT JERKY BEEF/MILK/LIVER 65G,DOG / CAT - TREATS,DCT0064,0,0,0,0,0,0,56,13,3
PET SAUSAGE 5PCS PACK -SMALL,DOG / CAT - TREATS,DCT0065,0,2,3,0,1,-2,50,13,3
YAHO CLEAN TEETH STICK CHICKEN/BEEF 3G,DOG / CAT - TREATS,DCT0066,91,34,10,7,0,8,18,13,12
SLEEKY CHEWY TREATS  175G,DOG / CAT - TREATS,DCT0067,3,2,2,0,1,13,170,13,3
SLEEKY CHEWY TREATS STICKS/STRAP 50G,DOG / CAT - TREATS,DCT0068,3,2,1,6,6,-19,88,13,4
SNIFF SNACK JAR BEEF CUBES 200G,DOG / CAT - TREATS,DCT0069,0,0,0,0,0,0,88,13,3
SNIFF SNACK JAR CAT SEAFOOD SNACK 200G,DOG / CAT - TREATS,DCT0070,0,0,0,0,0,0,88,13,3
SNIFF SNACK JAR SLANT BEEF 200G,DOG / CAT - TREATS,DCT0071,0,0,0,0,0,0,88,13,3
SNIFF SNACK JAR SLANT MILK 200G,DOG / CAT - TREATS,DCT0072,0,0,0,0,0,0,88,13,3
SNIFF SNACK JAR TRAINING BEEF 200G,DOG / CAT - TREATS,DCT0073,0,0,0,0,0,0,88,13,3
SNIFF SNACK JAR TRAINING MILK 200G,DOG / CAT - TREATS,DCT0074,0,0,0,0,0,0,88,13,3
SPIRIT DENTAL BONE BEEF 20G,DOG / CAT - TREATS,DCT0075,0,0,0,0,0,0,25,13,3
SPIRIT DENTAL BONE CHICKEN 15G,DOG / CAT - TREATS,DCT0076,0,0,0,0,0,0,20,13,3
SPIRIT DENTAL BONE MILK 20G,DOG / CAT - TREATS,DCT0077,0,0,0,0,0,0,25,13,3
YAHO DENTAL TWIST BONE 165G JAR,DOG / CAT - TREATS,DCT0078,0,3,0,0,2,-3,170,13,3
YAHO DOG SNACK PACK BUNS,DOG / CAT - TREATS,DCT0079,0,0,0,0,0,0,69,13,3
YAHO DOG SNACK PACK GRAINS,DOG / CAT - TREATS,DCT0080,0,0,0,0,0,0,69,13,3
YAHO MOLAR CHEWBONE - BEEF 15G,DOG / CAT - TREATS,DCT0081,0,0,0,0,0,0,0,13,3
YAHO MOLAR CHEWBONE - CHICKEN 15G,DOG / CAT - TREATS,DCT0082,0,0,0,0,0,0,0,13,3
YAHO MOLAR CHEWBONE - MILK 15G,DOG / CAT - TREATS,DCT0083,0,0,0,0,0,0,0,13,3
YAHO NATURAL DOG CHEW REPACK 5PCS,DOG / CAT - TREATS,DCT0084,0,0,0,0,0,2,40,13,3
YAHO NATURAL DOG CHEW TREAT 100G,DOG / CAT - TREATS,DCT0085,1,0,0,3,0,3,80,6,3
YAHO PET SNACK TRAINING CUBES - BEEF/CHICKEN GRAINS JAR 275G,DOG / CAT - TREATS,DCT0086,0,0,0,0,0,0,70,3,3
YAHO TRAINING REWARD SNACK,DOG / CAT - TREATS,DCT0087,0,0,0,0,0,0,49,10,3
ZERT DOG DENTACARE  55G,DOG / CAT - TREATS,DCT0088,1,9,2,9,4,25,88,5,5
ZERT DOG DENTACARE 148G,DOG / CAT - TREATS,DCT0089,0,0,0,0,0,0,100,10,3
ZERT STICKS 2PCS REPACK,DOG / CAT - TREATS,DCT0090,0,0,1,1,1,15,50,10,3
YAHO CAT MINT IN JAR 20G,DOG / CAT - TREATS,DCT0091,0,0,0,0,0,1,150,10,3
ZOOMIES MILKY TREATS REPACK,DOG / CAT - TREATS,DCT0092,0,0,1,2,1,15,58,10,3
ZOOMIES MILKY TREATS 100G,DOG / CAT - TREATS,DCT0093,1,0,1,0,1,7,80,10,3
DOGGIE BISCUITS 200G,DOG / CAT - TREATS,DCT0094,2,1,4,6,1,7,180,10,4
MILKY BISCUITS 200G,DOG / CAT - TREATS,DCT0095,3,1,5,2,0,3,178,10,4
MILKY BISCUITS 70G,DOG / CAT - TREATS,DCT0096,10,6,1,0,0,-4,89,10,4
YAHO DOG CHEW REPACK-5PCS,DOG / CAT - TREATS,DCT0097,2,0,0,1,0,0,40,10,3
PET SAUSAGE BY PC -BIG,DOG / CAT - TREATS,DCT0098,0,1,2,1,0,5,68,10,3
CHAQI CAT GRASS IN CAN,DOG / CAT - TREATS,DCT0099,1,4,4,0,2,6,140,10,4
CHARCOAL BISQUITS 200G,DOG / CAT - TREATS,DCT0100,1,0,1,0,1,9,195,10,3
MY DOG NUTRITIONAL DENTAL STICKS IN JAR 210G,DOG / CAT - TREATS,DCT0101,0,4,3,7,1,23,170,10,4
CATNIP IN TUBE,DOG / CAT - TREATS,DCT0102,1,5,6,6,0,10,85,10,4
PETMARRA DOG CHEWS 100VITAMINS 250G JAR,DOG / CAT - TREATS,DCT0103,0,2,0,1,1,2,420,10,3
GIGWI WOODEN ANTLER DOG CHEW M/L,DOG / CAT - TREATS,DCT0104,1,2,0,0,0,2,296,10,3
GIGWI WOODEN ANTLER DOG CHEW S/M,DOG / CAT - TREATS,DCT0105,0,3,0,0,0,2,230,10,3
AICHONGRENJIA WET FOOD PET TREATS 80G+5G,DOG / CAT - TREATS,DCT0106,0,0,0,0,0,20,58,10,3
BEEF BITES FURRPALS BRAND 500G,DOG / CAT - TREATS,DCT0107,1,10,4,5,1,12,189,10,5
PEDIGREE DENTASTIX 4-12MONTHS 7STICKS 56G,DOG / CAT - TREATS,DCT0108,0,5,6,1,0,3,96,14,4
FUNNY U GOAT MILK TABLETS - ASSORTED TREATS  100G,DOG / CAT - TREATS,DCT0109,2,7,4,3,0,28,48,14,4
LUNA AND LUFFY PET PROBIOTICS/MULTIVITAMINS 36CHEWS - 90G,DOG / CAT - TREATS,DCT0110,0,3,1,2,3,6,248,14,4
LUNA AND LUFFY PET PROBIOTICS/MULTIVITAMINS 100CHEWS - 250G,DOG / CAT - TREATS,DCT0111,0,0,0,0,0,2,470,14,3
CATNIP 20G POUCH,DOG / CAT - TREATS,DCT0112,0,6,4,0,0,2,68,14,4
MORINGGA POWDER 30G POUCH,DOG / CAT - TREATS,DCT0113,0,0,1,0,2,7,70,14,3
FUNNY U PET FOOD DUCK BREAST 100G,DOG / CAT - TREATS,DCT0114,0,1,1,3,0,8,60,14,3
FUNNY U PET FOOD - CHICKEN SAUSAGE TREATS 100G,DOG / CAT - TREATS,DCT0115,0,3,4,2,1,3,60,14,4
PET MART MIXED VEGETABLES 100G TREATS,DOG / CAT - TREATS,DCT0116,1,3,1,0,1,5,68,14,3
BETHEL PET FOOD - MEAT AND EGG YOLK,DOG / CAT - TREATS,DCT0117,0,1,1,0,0,8,68,14,3
FUNNY U CAT TREATS ASSORTED PACK,DOG / CAT - TREATS,DCT0118,5,14,5,5,4,16,48,14,5
OLIVET PET - WET FOOD 100G,DOG / CAT - TREATS,DCT0119,1,5,0,2,2,4,90,14,4
WU DI XIAO PET STICKS - BEEF,DOG / CAT - TREATS,DCT0120,0,3,0,2,1,7,80,14,3
"AZU RAWHIDE BITE MILK FLAVOR 7""",DOG / CAT - TREATS,DCT0121,0,0,0,1,1,10,130,14,3
PETSUP FREEZE DRIED CAT DENTAL STICK 30G,DOG / CAT - TREATS,DCT0122,0,0,4,2,5,17,140,14,4
REPACK CAT GRASS STICKS 5PCS,DOG / CAT - TREATS,DCT0123,0,0,8,2,4,10,60,14,4
DOG CHEW BONE - BIG,DOG / CAT - TREATS,DCT0124,0,0,1,0,1,19,140,14,3
DOG CHEW BONE - SMALL,DOG / CAT - TREATS,DCT0125,0,0,4,4,0,16,120,14,3
FOLOPETS CHICKEN MEAT APPETITE BOOSTER 80G,DOG / CAT - TREATS,DCT0126,0,0,1,3,1,4,170,14,3
FOLOPETS BEEF MEAT APPETITE BOOSTER 80G,DOG / CAT - TREATS,DCT0127,0,0,1,0,2,4,190,14,3
FOLOPETS CAT GRASS APPETITE BOOSTER 80G,DOG / CAT - TREATS,DCT0128,0,0,1,0,1,4,180,14,3
PETMARRA EPRINKLES 120ML,DOG / CAT - TREATS,DCT0129,0,0,3,3,10,17,195,14,4
PETPLAN 500G PACK CHOPPED/STICKS,DOG / CAT - TREATS,DCT0130,0,0,0,0,0,8,140,14,3
CALCIUM VIT D TABLETS QW220,DOG / CAT - TREATS,DCT0131,0,0,0,0,0,200,2,14,3
TEMPTATIONS CAT TREATS 75G,DOG / CAT - TREATS,DCT0132,0,0,3,0,0,1,115,14,3
PEDIGREE DENTASTIX,DOG / CAT - TREATS,DCT0133,0,0,0,3,0,0,170,14,3
MOOCHIE CAT/DOG TREATS 70G POUCH,DOG / CAT - TREATS,DCT0134,0,0,10,0,8,84,48,13,5
FOLOPETS HOTDOG BY PC,DOG / CAT - TREATS,DCT0135,0,0,58,148,108,-13,10,13,25
MAX PET SNACK CAT STRIP BY PC,DOG / CAT - TREATS,DCT0136,0,0,3,40,38,,12,13,8
AOZI DOG FOOD ADULT -LAMB APPLE (GREEN) 10KG,DOG FOOD - DRY,DGD0001,0,0,0,0,0,0,1800,5,3
AOZI DOG FOOD ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0002,8,2,9,8,15,46,185,7,7
AOZI DOG FOOD ADULT 20KG,DOG FOOD - DRY,DGD0003,0,0,0,0,0,0,3170,7,3
AZU DOG FOOD 20KG,DOG FOOD - DRY,DGD0004,0,0,0,0,0,0,2480,5,3
WHOOPPY ADULT 5KG,DOG FOOD - DRY,DGD0005,0,0,0,0,0,0,355,7,3
WHOOPPY PUPPY 5KG,DOG FOOD - DRY,DGD0006,0,0,0,0,0,0,425,7,3
AOZI ADULT (GOLD) 20KG,DOG FOOD - DRY,DGD0007,0,0,1,0,0,-1,3180,7,3
AOZI ADULT (GOLD) 1-KILO PACK,DOG FOOD - DRY,DGD0008,33,33,15,24,20,14,185,7,11
AOZI DOG LAMB APPLE ADULT - GREEN 1-KILO PACK,DOG FOOD - DRY,DGD0009,0,0,0,0,1,-1,210,7,3
AOZI DOG LAMB APPLE ADULT 10KG,DOG FOOD - DRY,DGD0010,0,0,0,0,0,0,1820,5,3
AOZI LAMB ORGANIC APPLE 10KG,DOG FOOD - DRY,DGD0011,0,0,0,0,0,1,1760,7,3
AOZI PUPPY (SILVER) 20KG,DOG FOOD - DRY,DGD0012,0,0,0,0,0,2,3270,5,3
AOZI PUPPY (SILVER) 1-KILO PACK,DOG FOOD - DRY,DGD0013,18,22,29,29,28,50,185,17,11
AZU DOG FOOD -ALL STAGES 1-KILO REPACK,DOG FOOD - DRY,DGD0014,0,1,0,0,4,29,150,17,3
AZU DOG FOOD 5KG,DOG FOOD - DRY,DGD0015,0,3,0,0,0,0,690,17,3
AZU DOG FOOD 1-KILO PACK,DOG FOOD - DRY,DGD0016,0,8,9,2,1,-9,160,17,4
BEEFPRO ADULT 22.7KG,DOG FOOD - DRY,DGD0019,0,1,0,0,0,1,2750,17,3
BEEFPRO ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0020,29,31,28,12,5,-6,145,17,10
BEEFPRO PUPPY 22.7KG,DOG FOOD - DRY,DGD0021,0,0,0,0,0,1,3280,17,3
BEEFPRO PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0022,9,19,17,18,4,9,175,17,8
BOW WOW ADULT 20KG,DOG FOOD - DRY,DGD0029,0,0,0,0,0,0,1415,17,3
BOW WOW ADULT HALF 1/2-KILO PACK,DOG FOOD - DRY,DGD0030,0,0,0,0,0,0,34,17,3
BOW WOW ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0031,0,0,0,0,0,0,68,17,3
BOW WOW PUPPY 15KG,DOG FOOD - DRY,DGD0032,0,0,0,0,0,0,0,17,3
BOW WOW PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0033,0,0,0,0,0,0,0,17,3
CHEF'S SPECIAL ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0034,21,5,1,17,9,18,170,19,7
CHEF'S SPECIAL PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0035,4,15,11,8,7,17,180,19,7
CHEF'S SPECIAL SENIOR 1-KILO PACK,DOG FOOD - DRY,DGD0036,0,0,0,0,0,0,140,5,3
CHEF'S SPECIAL PUPPY SALE PACK,DOG FOOD - DRY,DGD0037,0,3,4,0,0,3,60,9,3
CHEFS SPECIAL ADULT 10KG,DOG FOOD - DRY,DGD0038,0,0,0,0,0,0,1215,19,3
CHEFS SPECIAL PUPPY 10KG,DOG FOOD - DRY,DGD0039,2,2,0,0,0,-4,1300,19,3
DERBY ADULT 20KG,DOG FOOD - DRY,DGD0040,0,0,0,0,0,0,1910,5,3
DERBY ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0041,0,0,0,0,0,0,85.5,10,3
DERBY PUPPY 20KG,DOG FOOD - DRY,DGD0042,0,0,0,0,0,0,1970,10,3
DERBY PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0043,0,0,0,0,0,0,98.5,10,3
DIXIE CAT ADULT 7KG,DOG FOOD - DRY,DGD0044,1,1,0,0,1,1,920,10,3
DOGI BEEF 5KG,DOG FOOD - DRY,DGD0045,82,91,58,60,50,14,375,10,25
DOGI BEEF ADULT 20KG,DOG FOOD - DRY,DGD0046,0,0,0,0,0,2,1640,10,3
DOGI BEEF ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0047,0,0,0,0,0,0,67,10,3
HOLISTIC ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0048,0,0,0,0,0,0,180,10,3
HOLISTIC PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0049,0,0,0,0,0,0,184,10,3
INFINITY MAINTENANCE 1-KILO PACK,DOG FOOD - DRY,DGD0051,0,0,0,0,0,0,0,10,3
JUNGLE LAMB ADULT 15KG,DOG FOOD - DRY,DGD0054,0,0,0,0,0,0,0,10,3
JUNGLE LAMB ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0055,0,0,0,0,0,0,0,10,3
MAXIM ADULT HALF 1/2-KILO PACK,DOG FOOD - DRY,DGD0056,0,0,0,0,0,0,57,10,3
MAXIME ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0057,0,0,1,0,0,13,113.3,10,3
MAXIME PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0058,0,0,0,0,0,0,205,10,3
NOVOPET ADULT DOG FOOD 1-KILO PACK,DOG FOOD - DRY,DGD0059,2,1,3,5,0,6,130,10,4
NOVOPET ADULT DOG FOOD 20KG,DOG FOOD - DRY,DGD0060,0,0,0,0,0,0,2000,10,3
NUTRICARE ADULT POWERED BY AOZI 20KG,DOG FOOD - DRY,DGD0061,0,0,0,0,0,0,0,10,3
NUTRICARE ADULT POWERED BY AOZI 1-KILO PACK,DOG FOOD - DRY,DGD0062,0,0,0,0,0,0,0,10,3
NUTRICARE PUPPY POWERED BY AOZI 20KG,DOG FOOD - DRY,DGD0063,0,1,0,0,0,-1,0,10,3
NUTRICARE PUPPY POWERED BY AOZI 1-KILO PACK,DOG FOOD - DRY,DGD0064,0,0,0,0,0,0,0,10,3
NUTRICHUNKS ADULT 10KG,DOG FOOD - DRY,DGD0065,0,0,0,0,0,0,1095,10,3
NUTRICHUNKS ADULT 20KG,DOG FOOD - DRY,DGD0066,1,1,1,0,0,1,2220,10,3
NUTRICHUNKS ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0067,6,9,12,8,7,14,130,10,6
NUTRICHUNKS PUPPY 10KG,DOG FOOD - DRY,DGD0068,0,0,0,0,0,0,1460,10,3
NUTRICHUNKS PUPPY 20KG,DOG FOOD - DRY,DGD0069,0,0,0,0,0,2,2570,10,3
NUTRICHUNKS PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0070,6,12,14,15,10,-11,160,10,3
OLE KAT ADULT CAT FOOD 1-KILO PACK,DOG FOOD - DRY,DGD0071,0,0,0,0,0,0,105,10,3
OPTIMA BEEF MEAL GREEN 22.7KG,DOG FOOD - DRY,DGD0072,0,0,0,0,0,0,0,10,3
OPTIMA BEEF MEAL GREEN 1-KILO PACK,DOG FOOD - DRY,DGD0073,0,0,0,0,0,0,0,10,3
OPTIMA HIGH PROTEIN BLUE 22.7KG,DOG FOOD - DRY,DGD0074,0,0,0,0,0,0,2560,5,3
OPTIMA HIGH PROTEIN 1-KILO PACK,DOG FOOD - DRY,DGD0075,0,2,2,0,0,16,140,9,3
OPTIMA LAMB AND RICE 22.7KG,DOG FOOD - DRY,DGD0076,0,0,0,0,0,1,2830,9,3
OPTIMA LAMB AND RICE 1-KILO PACK,DOG FOOD - DRY,DGD0077,6,0,0,1,0,41,160,9,3
PEDIGREE ADULT 20KG,DOG FOOD - DRY,DGD0078,0,0,0,0,0,0,2600,9,3
PEDIGREE ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0079,20,11,17,16,11,-25,160,9,8
PEDIGREE PUPPY 15KG,DOG FOOD - DRY,DGD0080,0,0,0,0,0,0,2430,5,3
PEDIGREE PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0081,31,17,24,32,20,-21,190,18,11
PET ONE PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0082,0,0,0,0,0,0,103.3,18,3
POWERDOG ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0083,0,0,0,0,0,0,155,18,3
POWERDOG ADULT SMALL BREED (LAMB AND VEG) 3KG,DOG FOOD - DRY,DGD0084,0,0,0,0,0,0,460,18,3
POWERDOG PUPPY (BEEF MEAL) 3KG,DOG FOOD - DRY,DGD0085,0,0,0,0,0,0,488,18,3
SELECTA ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0086,0,0,0,0,0,0,74,18,3
SELECTA FEEDS LITE ADULT 10KG,DOG FOOD - DRY,DGD0087,0,0,0,0,0,0,730,5,3
SMARTHEART ADULT 20KG,DOG FOOD - DRY,DGD0088,0,0,0,0,0,0,0,16,3
SMARTHEART ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0089,0,0,0,0,0,0,0,16,3
SMARTHEART PUPPY 15KG,DOG FOOD - DRY,DGD0090,0,0,0,0,0,0,0,16,3
SMARTHEART PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0091,0,0,0,0,0,0,0,16,3
SPECIAL DOG ADULT 9KG,DOG FOOD - DRY,DGD0092,0,0,0,0,0,0,1150,5,3
SPECIAL DOG ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0093,0,0,0,0,0,0,128,5,3
SPECIAL DOG PUPPY 9KG,DOG FOOD - DRY,DGD0094,0,0,0,0,0,0,1180,5,3
SPECIAL DOG PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0095,0,0,0,0,0,0,131,5,3
STRIKE ADULT DOG FOOD - 1 KILO PACK,DOG FOOD - DRY,DGD0096,0,0,0,0,0,0,83,5,3
STRIKE ADULT DOGFOOD HALF 1/2-KILO PACK,DOG FOOD - DRY,DGD0097,0,0,0,0,0,0,41.5,5,3
SUPER A ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0098,0,0,0,0,0,0,99,5,3
SUPER A DOGFOOD ADULT - SACK,DOG FOOD - DRY,DGD0099,0,0,0,0,0,0,1944,5,3
TOPBREED ADULT 20KG,DOG FOOD - DRY,DGD0100,4,2,5,1,3,3,1620,5,4
TOPBREED ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0101,17,18,29,23,22,76,98,8,10
TOPBREED PUPPY 20KG,DOG FOOD - DRY,DGD0102,1,0,0,0,0,1,1930,5,3
TOPBREED PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0103,7,7,11,9,5,58,130,8,5
VALUEMEAL ADULT 20KG,DOG FOOD - DRY,DGD0104,1,0,2,3,2,1,2740,5,3
VALUEMEAL ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0105,31,22,25,28,24,-19,180,5,11
VALUEMEAL PUPPY 20KG,DOG FOOD - DRY,DGD0106,0,0,0,0,0,1,2920,5,3
VALUEMEAL PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0107,0,9,6,13,2,27,190,8,5
VITALITY CLASSIC ADULT 15KG,DOG FOOD - DRY,DGD0108,0,0,0,0,0,1,2640,5,3
VITALITY CLASSIC ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0109,8,11,23,11,6,29,200,6,6
VITALITY HIGH ENERGY PUPPY 15KG,DOG FOOD - DRY,DGD0110,0,0,0,0,0,0,2820,5,3
VITALITY HIGH ENERGY PUPPY LARGE BITES 1-KILO PACK,DOG FOOD - DRY,DGD0111,1,2,1,2,5,-4,190,6,4
VITALITY HIGH ENERGY PUPPY SMALL BITES 1-KILO PACK,DOG FOOD - DRY,DGD0112,1,,3,9,22,-2,190,6,5
WHOOPPY ADULT 1 KILO-PACK,DOG FOOD - DRY,DGD0113,2,22,24,10,15,-33,90,6,7
WHOOPPY ADULT 20KG,DOG FOOD - DRY,DGD0114,3,1,0,0,16,20,1650,6,5
WHOOPPY PUPPY 20KG,DOG FOOD - DRY,DGD0115,0,0,0,0,0,6,1900,6,3
WHOOPPY PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0116,7,10,14,13,0,-18,100,6,5
RC MINI PUPPY JUNIOR 2KG,DOG FOOD - DRY,DGD0117,0,0,0,0,0,0,980,5,3
RC MINI PUPPY JUNIOUR 1-KILO PACK,DOG FOOD - DRY,DGD0118,0,0,0,0,0,0,490,8,3
AOZI PUPPY LAMB ORGANIC APPLE 1KILO REPACK,DOG FOOD - DRY,DGD0119,1,9,7,4,0,23,220,8,4
